method,kappa,size,mode,repeat,position,cost,duration_s
HDRL,2,20,sample1280,3,52,10.025737762451172,0.10601258277893066
HDRL,2,20,sample1280,3,53,10.527803421020508,0.09859490394592285
HDRL,2,20,sample1280,3,54,8.914617538452148,0.09854745864868164
HDRL,2,20,sample1280,3,55,11.795700073242188,0.09781193733215332
HDRL,2,20,sample1280,3,56,10.562061309814453,0.09847784042358398
HDRL,2,20,sample1280,3,57,10.423360824584961,0.09762334823608398
HDRL,2,20,sample1280,3,58,10.277580261230469,0.09822988510131836
HDRL,2,20,sample1280,3,59,11.850593566894531,0.09785294532775879
HDRL,2,20,sample1280,3,60,8.35515022277832,0.09763383865356445
HDRL,2,20,sample1280,3,61,8.800047874450684,0.09779953956604004
HDRL,2,20,sample1280,3,62,10.910346031188965,0.1002957820892334
HDRL,2,20,sample1280,3,63,8.861080169677734,0.09783315658569336
HDRL,2,20,sample1280,3,64,9.878938674926758,0.09846019744873047
HDRL,2,20,sample1280,3,65,10.333304405212402,0.09801864624023438
HDRL,2,20,sample1280,3,66,9.738113403320312,0.09766554832458496
HDRL,2,20,sample1280,3,67,11.373551368713379,0.10146594047546387
HDRL,2,20,sample1280,3,68,9.892176628112793,0.09781503677368164
HDRL,2,20,sample1280,3,69,10.899665832519531,0.09847140312194824
HDRL,2,20,sample1280,3,70,12.098371505737305,0.09763646125793457
HDRL,2,20,sample1280,3,71,11.018314361572266,0.09851646423339844
HDRL,2,20,sample1280,3,72,10.647525787353516,0.09973454475402832
HDRL,2,20,sample1280,3,73,9.970760345458984,0.09780359268188477
HDRL,2,20,sample1280,3,74,9.35449504852295,0.09775757789611816
HDRL,2,20,sample1280,3,75,11.395503044128418,0.09779739379882812
HDRL,2,20,sample1280,3,76,9.962777137756348,0.09819531440734863
HDRL,2,20,sample1280,3,77,9.070724487304688,0.09776449203491211
HDRL,2,20,sample1280,3,78,10.347286224365234,0.09788012504577637
HDRL,2,20,sample1280,3,79,12.64469051361084,0.09839940071105957
HDRL,2,20,sample1280,3,80,9.791421890258789,0.09775114059448242
HDRL,2,20,sample1280,3,81,10.5491304397583,0.10706949234008789
HDRL,2,20,sample1280,3,82,11.770142555236816,0.09815716743469238
HDRL,2,20,sample1280,3,83,12.292962074279785,0.09975910186767578
HDRL,2,20,sample1280,3,84,9.934896469116211,0.09769725799560547
HDRL,2,20,sample1280,3,85,11.488067626953125,0.0976860523223877
HDRL,2,20,sample1280,3,86,10.190654754638672,0.09726309776306152
HDRL,2,20,sample1280,3,87,9.39445972442627,0.09777092933654785
HDRL,2,20,sample1280,3,88,12.241849899291992,0.09752345085144043
HDRL,2,20,sample1280,3,89,9.73509693145752,0.09777164459228516
HDRL,2,20,sample1280,3,90,11.057951927185059,0.09782147407531738
HDRL,2,20,sample1280,3,91,11.479778289794922,0.09884953498840332
HDRL,2,20,sample1280,3,92,8.627954483032227,0.09765100479125977
HDRL,2,20,sample1280,3,93,10.77419662475586,0.09981560707092285
HDRL,2,20,sample1280,3,94,10.722335815429688,0.09775757789611816
HDRL,2,20,sample1280,3,95,7.782508850097656,0.09851980209350586
HDRL,2,20,sample1280,3,96,9.516790390014648,0.09765768051147461
HDRL,2,20,sample1280,3,97,9.465999603271484,0.09764885902404785
HDRL,2,20,sample1280,3,98,9.395711898803711,0.09832239151000977
HDRL,2,20,sample1280,3,99,10.157465934753418,0.09772992134094238
HDRL,2,20,sample1280,3,100,11.921859741210938,0.09765982627868652
HDRL,2,20,sample1280,4,1,9.644100189208984,0.7106306552886963
HDRL,2,20,sample1280,4,2,10.486762046813965,0.09223556518554688
HDRL,2,20,sample1280,4,3,9.83430290222168,0.0917050838470459
HDRL,2,20,sample1280,4,4,9.839187622070312,0.091705322265625
HDRL,2,20,sample1280,4,5,10.989959716796875,0.09157681465148926
HDRL,2,20,sample1280,4,6,9.571096420288086,0.09158635139465332
HDRL,2,20,sample1280,4,7,10.950719833374023,0.09180355072021484
HDRL,2,20,sample1280,4,8,10.933175086975098,0.09164977073669434
HDRL,2,20,sample1280,4,9,8.907694816589355,0.0918736457824707
HDRL,2,20,sample1280,4,10,10.154754638671875,0.0915229320526123
HDRL,2,20,sample1280,4,11,10.560604095458984,0.09186530113220215
HDRL,2,20,sample1280,4,12,10.514304161071777,0.09167242050170898
HDRL,2,20,sample1280,4,13,11.043695449829102,0.09163546562194824
HDRL,2,20,sample1280,4,14,10.70227336883545,0.09154582023620605
HDRL,2,20,sample1280,4,15,9.11564826965332,0.09160161018371582
HDRL,2,20,sample1280,4,16,12.423646926879883,0.09143877029418945
HDRL,2,20,sample1280,4,17,9.437929153442383,0.09356260299682617
HDRL,2,20,sample1280,4,18,9.701007843017578,0.0917203426361084
HDRL,2,20,sample1280,4,19,11.700307846069336,0.09176015853881836
HDRL,2,20,sample1280,4,20,11.453529357910156,0.09163355827331543
HDRL,2,20,sample1280,4,21,10.554712295532227,0.0918433666229248
HDRL,2,20,sample1280,4,22,10.634778022766113,0.0917201042175293
HDRL,2,20,sample1280,4,23,9.530896186828613,0.0917506217956543
HDRL,2,20,sample1280,4,24,9.15395736694336,0.09149360656738281
HDRL,2,20,sample1280,4,25,9.443122863769531,0.09149479866027832
HDRL,2,20,sample1280,4,26,10.93521499633789,0.09132885932922363
HDRL,2,20,sample1280,4,27,10.626653671264648,0.0915219783782959
HDRL,2,20,sample1280,4,28,11.158122062683105,0.09165668487548828
HDRL,2,20,sample1280,4,29,7.266388893127441,0.09180188179016113
HDRL,2,20,sample1280,4,30,12.453205108642578,0.09153175354003906
HDRL,2,20,sample1280,4,31,10.50274658203125,0.09183406829833984
HDRL,2,20,sample1280,4,32,11.627422332763672,0.0915215015411377
HDRL,2,20,sample1280,4,33,9.214559555053711,0.09208559989929199
HDRL,2,20,sample1280,4,34,11.411312103271484,0.09147930145263672
HDRL,2,20,sample1280,4,35,10.595052719116211,0.09213471412658691
HDRL,2,20,sample1280,4,36,12.153310775756836,0.09152007102966309
HDRL,2,20,sample1280,4,37,9.901142120361328,0.0917351245880127
HDRL,2,20,sample1280,4,38,11.75013256072998,0.09158015251159668
HDRL,2,20,sample1280,4,39,7.805505752563477,0.09202265739440918
HDRL,2,20,sample1280,4,40,10.659147262573242,0.09186220169067383
HDRL,2,20,sample1280,4,41,10.467065811157227,0.09155631065368652
HDRL,2,20,sample1280,4,42,9.430691719055176,0.09172821044921875
HDRL,2,20,sample1280,4,43,9.187294006347656,0.09174799919128418
HDRL,2,20,sample1280,4,44,10.335372924804688,0.09217453002929688
HDRL,2,20,sample1280,4,45,8.939091682434082,0.09221673011779785
HDRL,2,20,sample1280,4,46,10.712334632873535,0.09180569648742676
HDRL,2,20,sample1280,4,47,9.96292495727539,0.09228038787841797
HDRL,2,20,sample1280,4,48,10.339103698730469,0.09234285354614258
HDRL,2,20,sample1280,4,49,12.435896873474121,0.09192681312561035
HDRL,2,20,sample1280,4,50,9.744300842285156,0.09151959419250488
HDRL,2,20,sample1280,4,51,11.011767387390137,0.09184074401855469
HDRL,2,20,sample1280,4,52,10.028464317321777,0.09154176712036133
HDRL,2,20,sample1280,4,53,10.248177528381348,0.091522216796875
HDRL,2,20,sample1280,4,54,8.914617538452148,0.09173393249511719
HDRL,2,20,sample1280,4,55,11.81563949584961,0.09162163734436035
HDRL,2,20,sample1280,4,56,10.478551864624023,0.09140539169311523
HDRL,2,20,sample1280,4,57,10.46426010131836,0.09166741371154785
HDRL,2,20,sample1280,4,58,10.302471160888672,0.09162282943725586
HDRL,2,20,sample1280,4,59,11.850593566894531,0.09158802032470703
HDRL,2,20,sample1280,4,60,8.35515022277832,0.09145236015319824
HDRL,2,20,sample1280,4,61,8.946632385253906,0.09697079658508301
HDRL,2,20,sample1280,4,62,11.093526840209961,0.09204339981079102
HDRL,2,20,sample1280,4,63,8.861080169677734,0.09167861938476562
HDRL,2,20,sample1280,4,64,9.91873550415039,0.09147167205810547
HDRL,2,20,sample1280,4,65,10.261327743530273,0.09168624877929688
HDRL,2,20,sample1280,4,66,9.738113403320312,0.09174895286560059
HDRL,2,20,sample1280,4,67,11.54826545715332,0.09172201156616211
HDRL,2,20,sample1280,4,68,9.737991333007812,0.09141063690185547
HDRL,2,20,sample1280,4,69,10.899665832519531,0.09177756309509277
HDRL,2,20,sample1280,4,70,12.109931945800781,0.09202218055725098
HDRL,2,20,sample1280,4,71,10.951336860656738,0.09254884719848633
HDRL,2,20,sample1280,4,72,10.633159637451172,0.0922079086303711
HDRL,2,20,sample1280,4,73,10.100540161132812,0.09150958061218262
HDRL,2,20,sample1280,4,74,9.588554382324219,0.09174084663391113
HDRL,2,20,sample1280,4,75,11.553340911865234,0.09163689613342285
HDRL,2,20,sample1280,4,76,9.986205101013184,0.09148764610290527
HDRL,2,20,sample1280,4,77,9.070724487304688,0.09177923202514648
HDRL,2,20,sample1280,4,78,10.347286224365234,0.09143781661987305
HDRL,2,20,sample1280,4,79,12.64469051361084,0.09168529510498047
HDRL,2,20,sample1280,4,80,9.710943222045898,0.09142565727233887
HDRL,2,20,sample1280,4,81,10.600159645080566,0.09173727035522461
HDRL,2,20,sample1280,4,82,11.829153060913086,0.09153008460998535
HDRL,2,20,sample1280,4,83,12.203303337097168,0.09159064292907715
HDRL,2,20,sample1280,4,84,9.934896469116211,0.09155917167663574
HDRL,2,20,sample1280,4,85,11.513086318969727,0.0919640064239502
HDRL,2,20,sample1280,4,86,10.239152908325195,0.09150195121765137
HDRL,2,20,sample1280,4,87,9.364879608154297,0.09164142608642578
HDRL,2,20,sample1280,4,88,12.241849899291992,0.09177327156066895
HDRL,2,20,sample1280,4,89,9.658195495605469,0.09169411659240723
HDRL,2,20,sample1280,4,90,11.086498260498047,0.0914609432220459
HDRL,2,20,sample1280,4,91,11.479778289794922,0.10052490234375
HDRL,2,20,sample1280,4,92,8.69858455657959,0.09246253967285156
HDRL,2,20,sample1280,4,93,10.770299911499023,0.0918738842010498
HDRL,2,20,sample1280,4,94,10.791803359985352,0.09235310554504395
HDRL,2,20,sample1280,4,95,7.782508850097656,0.09219813346862793
HDRL,2,20,sample1280,4,96,9.551897048950195,0.0921177864074707
HDRL,2,20,sample1280,4,97,9.421294212341309,0.09144449234008789
HDRL,2,20,sample1280,4,98,9.395711898803711,0.09140634536743164
HDRL,2,20,sample1280,4,99,10.157465934753418,0.09167790412902832
HDRL,2,20,sample1280,4,100,11.940409660339355,0.09167289733886719
HDRL,2,20,sample1280,5,1,9.644100189208984,0.7069146633148193
HDRL,2,20,sample1280,5,2,10.611992835998535,0.09309577941894531
HDRL,2,20,sample1280,5,3,9.940140724182129,0.0927119255065918
HDRL,2,20,sample1280,5,4,9.839187622070312,0.09265851974487305
HDRL,2,20,sample1280,5,5,11.068074226379395,0.09286642074584961
HDRL,2,20,sample1280,5,6,9.575128555297852,0.09423041343688965
HDRL,2,20,sample1280,5,7,10.950719833374023,0.09273552894592285
HDRL,2,20,sample1280,5,8,11.085681915283203,0.09244990348815918
HDRL,2,20,sample1280,5,9,8.912832260131836,0.09259247779846191
HDRL,2,20,sample1280,5,10,10.147464752197266,0.09247374534606934
HDRL,2,20,sample1280,5,11,10.502470016479492,0.09241008758544922
HDRL,2,20,sample1280,5,12,10.54854965209961,0.09241318702697754
HDRL,2,20,sample1280,5,13,11.109366416931152,0.09220528602600098
HDRL,2,20,sample1280,5,14,10.702272415161133,0.09254145622253418
HDRL,2,20,sample1280,5,15,9.020238876342773,0.09296417236328125
HDRL,2,20,sample1280,5,16,12.431751251220703,0.09224200248718262
HDRL,2,20,sample1280,5,17,9.437929153442383,0.09416985511779785
HDRL,2,20,sample1280,5,18,9.710795402526855,0.09192013740539551
HDRL,2,20,sample1280,5,19,11.726067543029785,0.09259653091430664
HDRL,2,20,sample1280,5,20,11.440176010131836,0.09192466735839844
HDRL,2,20,sample1280,5,21,10.600346565246582,0.09192132949829102
HDRL,2,20,sample1280,5,22,10.634778022766113,0.09200286865234375
HDRL,2,20,sample1280,5,23,9.661334037780762,0.09273791313171387
HDRL,2,20,sample1280,5,24,9.21925163269043,0.09261083602905273
HDRL,2,20,sample1280,5,25,9.59306526184082,0.09194302558898926
HDRL,2,20,sample1280,5,26,10.876092910766602,0.09187722206115723
HDRL,2,20,sample1280,5,27,10.489984512329102,0.09200143814086914
HDRL,2,20,sample1280,5,28,11.237293243408203,0.09400081634521484
HDRL,2,20,sample1280,5,29,7.266388893127441,0.09189915657043457
HDRL,2,20,sample1280,5,30,12.492815017700195,0.09188437461853027
HDRL,2,20,sample1280,5,31,10.50274658203125,0.09203290939331055
HDRL,2,20,sample1280,5,32,11.71539306640625,0.09198665618896484
HDRL,2,20,sample1280,5,33,9.251350402832031,0.09193110466003418
HDRL,2,20,sample1280,5,34,11.497994422912598,0.09209513664245605
HDRL,2,20,sample1280,5,35,10.606415748596191,0.09201526641845703
HDRL,2,20,sample1280,5,36,12.155183792114258,0.09193968772888184
HDRL,2,20,sample1280,5,37,9.901143074035645,0.09422850608825684
HDRL,2,20,sample1280,5,38,11.75013256072998,0.0916595458984375
HDRL,2,20,sample1280,5,39,7.805505752563477,0.09339165687561035
HDRL,2,20,sample1280,5,40,10.659147262573242,0.09292769432067871
HDRL,2,20,sample1280,5,41,10.454256057739258,0.09136033058166504
HDRL,2,20,sample1280,5,42,9.4286470413208,0.09123873710632324
HDRL,2,20,sample1280,5,43,9.20147705078125,0.0918569564819336
HDRL,2,20,sample1280,5,44,10.398605346679688,0.09135723114013672
HDRL,2,20,sample1280,5,45,8.939091682434082,0.09127497673034668
HDRL,2,20,sample1280,5,46,10.698774337768555,0.09145641326904297
HDRL,2,20,sample1280,5,47,9.940471649169922,0.09165549278259277
HDRL,2,20,sample1280,5,48,10.339103698730469,0.0912785530090332
HDRL,2,20,sample1280,5,49,12.374298095703125,0.09131288528442383
HDRL,2,20,sample1280,5,50,9.744300842285156,0.09334850311279297
HDRL,2,20,sample1280,5,51,10.803506851196289,0.09132003784179688
HDRL,2,20,sample1280,5,52,10.025737762451172,0.0913553237915039
HDRL,2,20,sample1280,5,53,10.480576515197754,0.09116339683532715
HDRL,2,20,sample1280,5,54,8.914617538452148,0.09124183654785156
HDRL,2,20,sample1280,5,55,11.756902694702148,0.09143471717834473
HDRL,2,20,sample1280,5,56,10.431151390075684,0.0910651683807373
HDRL,2,20,sample1280,5,57,10.423360824584961,0.0912933349609375
HDRL,2,20,sample1280,5,58,10.330856323242188,0.09123063087463379
HDRL,2,20,sample1280,5,59,11.87010383605957,0.09164810180664062
HDRL,2,20,sample1280,5,60,8.355151176452637,0.09104585647583008
HDRL,2,20,sample1280,5,61,8.8783597946167,0.0933830738067627
HDRL,2,20,sample1280,5,62,10.799769401550293,0.09717178344726562
HDRL,2,20,sample1280,5,63,8.861080169677734,0.09175872802734375
HDRL,2,20,sample1280,5,64,9.91873550415039,0.09145522117614746
HDRL,2,20,sample1280,5,65,10.172205924987793,0.09153032302856445
HDRL,2,20,sample1280,5,66,9.738113403320312,0.09152388572692871
HDRL,2,20,sample1280,5,67,11.373551368713379,0.09151625633239746
HDRL,2,20,sample1280,5,68,9.73399829864502,0.09122753143310547
HDRL,2,20,sample1280,5,69,10.899664878845215,0.09148335456848145
HDRL,2,20,sample1280,5,70,12.098372459411621,0.09137344360351562
HDRL,2,20,sample1280,5,71,11.018314361572266,0.09158515930175781
HDRL,2,20,sample1280,5,72,10.60275650024414,0.09328818321228027
HDRL,2,20,sample1280,5,73,10.099597930908203,0.09141278266906738
HDRL,2,20,sample1280,5,74,9.610721588134766,0.09137940406799316
HDRL,2,20,sample1280,5,75,11.56911563873291,0.09346818923950195
HDRL,2,20,sample1280,5,76,9.98794937133789,0.0919346809387207
HDRL,2,20,sample1280,5,77,9.070724487304688,0.091583251953125
HDRL,2,20,sample1280,5,78,10.328451156616211,0.09140777587890625
HDRL,2,20,sample1280,5,79,12.64469051361084,0.0914926528930664
HDRL,2,20,sample1280,5,80,9.841354370117188,0.09142279624938965
HDRL,2,20,sample1280,5,81,10.461579322814941,0.09151887893676758
HDRL,2,20,sample1280,5,82,11.612899780273438,0.09126067161560059
HDRL,2,20,sample1280,5,83,12.292961120605469,0.0933992862701416
HDRL,2,20,sample1280,5,84,9.934896469116211,0.09183001518249512
HDRL,2,20,sample1280,5,85,11.491098403930664,0.0918428897857666
HDRL,2,20,sample1280,5,86,10.161996841430664,0.09196829795837402
HDRL,2,20,sample1280,5,87,9.418405532836914,0.09207677841186523
HDRL,2,20,sample1280,5,88,12.292373657226562,0.09174966812133789
HDRL,2,20,sample1280,5,89,9.69763469696045,0.09174227714538574
HDRL,2,20,sample1280,5,90,11.057951927185059,0.09164047241210938
HDRL,2,20,sample1280,5,91,11.452247619628906,0.09189295768737793
HDRL,2,20,sample1280,5,92,8.698469161987305,0.10001063346862793
HDRL,2,20,sample1280,5,93,10.880108833312988,0.09191083908081055
HDRL,2,20,sample1280,5,94,10.754761695861816,0.09359216690063477
HDRL,2,20,sample1280,5,95,7.782508850097656,0.09213709831237793
HDRL,2,20,sample1280,5,96,9.551897048950195,0.09198474884033203
HDRL,2,20,sample1280,5,97,9.407674789428711,0.0918574333190918
HDRL,2,20,sample1280,5,98,9.395711898803711,0.09147763252258301
HDRL,2,20,sample1280,5,99,10.157465934753418,0.09183239936828613
HDRL,2,20,sample1280,5,100,11.852033615112305,0.09179472923278809
HDRL,2,50,greedy,1,1,17.447969436645508,0.7757019996643066
HDRL,2,50,greedy,1,2,17.610525131225586,0.20563387870788574
HDRL,2,50,greedy,1,3,17.659093856811523,0.20387649536132812
HDRL,2,50,greedy,1,4,17.657499313354492,0.20447278022766113
HDRL,2,50,greedy,1,5,17.639841079711914,0.203535795211792
HDRL,2,50,greedy,1,6,21.128829956054688,0.20502758026123047
HDRL,2,50,greedy,1,7,17.515033721923828,0.20338106155395508
HDRL,2,50,greedy,1,8,19.364986419677734,0.20338964462280273
HDRL,2,50,greedy,1,9,16.60112953186035,0.20367646217346191
HDRL,2,50,greedy,1,10,19.294788360595703,0.20406556129455566
HDRL,2,50,greedy,1,11,16.978803634643555,0.20461320877075195
HDRL,2,50,greedy,1,12,17.403011322021484,0.20345854759216309
HDRL,2,50,greedy,1,13,17.9171085357666,0.20342493057250977
HDRL,2,50,greedy,1,14,18.257349014282227,0.20355558395385742
HDRL,2,50,greedy,1,15,20.265403747558594,0.20375919342041016
HDRL,2,50,greedy,1,16,18.412776947021484,0.20337748527526855
HDRL,2,50,greedy,1,17,16.43004608154297,0.20359230041503906
HDRL,2,50,greedy,1,18,17.953062057495117,0.2066490650177002
HDRL,2,50,greedy,1,19,19.232940673828125,0.2034440040588379
HDRL,2,50,greedy,1,20,20.606670379638672,0.20346951484680176
HDRL,2,50,greedy,1,21,19.56180191040039,0.20514583587646484
HDRL,2,50,greedy,1,22,18.997209548950195,0.20385289192199707
HDRL,2,50,greedy,1,23,16.905208587646484,0.2036149501800537
HDRL,2,50,greedy,1,24,18.978015899658203,0.20344090461730957
HDRL,2,50,greedy,1,25,17.28390121459961,0.20359134674072266
HDRL,2,50,greedy,1,26,17.207603454589844,0.20351457595825195
HDRL,2,50,greedy,1,27,15.854010581970215,0.20335698127746582
HDRL,2,50,greedy,1,28,19.793624877929688,0.20945048332214355
HDRL,2,50,greedy,1,29,19.461448669433594,0.2039508819580078
HDRL,2,50,greedy,1,30,18.04088020324707,0.20347809791564941
HDRL,2,50,greedy,1,31,17.599037170410156,0.20373034477233887
HDRL,2,50,greedy,1,32,17.090709686279297,0.20501327514648438
HDRL,2,50,greedy,1,33,15.580589294433594,0.20380330085754395
HDRL,2,50,greedy,1,34,17.94785499572754,0.2036604881286621
HDRL,2,50,greedy,1,35,19.74711036682129,0.2033710479736328
HDRL,2,50,greedy,1,36,19.035802841186523,0.20363688468933105
HDRL,2,50,greedy,1,37,18.071409225463867,0.2040703296661377
HDRL,2,50,greedy,1,38,18.1912841796875,0.20348024368286133
HDRL,2,50,greedy,1,39,21.589086532592773,0.20357894897460938
HDRL,2,50,greedy,1,40,17.902389526367188,0.20352482795715332
HDRL,2,50,greedy,1,41,19.949016571044922,0.21306443214416504
HDRL,2,50,greedy,1,42,18.703857421875,0.20510196685791016
HDRL,2,50,greedy,1,43,16.769329071044922,0.20571398735046387
HDRL,2,50,greedy,1,44,17.98728370666504,0.20412468910217285
HDRL,2,50,greedy,1,45,18.214452743530273,0.20491790771484375
HDRL,2,50,greedy,1,46,19.281673431396484,0.2043917179107666
HDRL,2,50,greedy,1,47,16.058317184448242,0.20450949668884277
HDRL,2,50,greedy,1,48,21.05307960510254,0.20355606079101562
HDRL,2,50,greedy,1,49,21.373268127441406,0.2037200927734375
HDRL,2,50,greedy,1,50,20.40867042541504,0.20353960990905762
HDRL,2,50,greedy,1,51,22.7004451751709,0.203460693359375
HDRL,2,50,greedy,1,52,19.777942657470703,0.20343446731567383
HDRL,2,50,greedy,1,53,17.784332275390625,0.2035970687866211
HDRL,2,50,greedy,1,54,18.500240325927734,0.20534682273864746
HDRL,2,50,greedy,1,55,16.955873489379883,0.20384502410888672
HDRL,2,50,greedy,1,56,17.802536010742188,0.20567703247070312
HDRL,2,50,greedy,1,57,17.740276336669922,0.20374178886413574
HDRL,2,50,greedy,1,58,18.368114471435547,0.20342564582824707
HDRL,2,50,greedy,1,59,16.348154067993164,0.2036428451538086
HDRL,2,50,greedy,1,60,17.76984214782715,0.2035233974456787
HDRL,2,50,greedy,1,61,15.2172269821167,0.20352864265441895
HDRL,2,50,greedy,1,62,17.92053985595703,0.2037968635559082
HDRL,2,50,greedy,1,63,18.921892166137695,0.203599214553833
HDRL,2,50,greedy,1,64,14.864967346191406,0.20383286476135254
HDRL,2,50,greedy,1,65,17.71031379699707,0.20505833625793457
HDRL,2,50,greedy,1,66,18.023963928222656,0.20372748374938965
HDRL,2,50,greedy,1,67,18.872901916503906,0.20381832122802734
HDRL,2,50,greedy,1,68,13.966732025146484,0.21009159088134766
HDRL,2,50,greedy,1,69,18.195810317993164,0.2044234275817871
HDRL,2,50,greedy,1,70,20.199939727783203,0.20357418060302734
HDRL,2,50,greedy,1,71,16.601884841918945,0.20368528366088867
HDRL,2,50,greedy,1,72,19.970783233642578,0.20344972610473633
HDRL,2,50,greedy,1,73,17.088672637939453,0.20366525650024414
HDRL,2,50,greedy,1,74,17.913084030151367,0.20355510711669922
HDRL,2,50,greedy,1,75,16.69277572631836,0.20402932167053223
HDRL,2,50,greedy,1,76,15.162311553955078,0.2044999599456787
HDRL,2,50,greedy,1,77,15.971237182617188,0.2037053108215332
HDRL,2,50,greedy,1,78,18.931509017944336,0.20358014106750488
HDRL,2,50,greedy,1,79,16.67593765258789,0.2034132480621338
HDRL,2,50,greedy,1,80,17.442607879638672,0.20360636711120605
HDRL,2,50,greedy,1,81,19.28768539428711,0.21063518524169922
HDRL,2,50,greedy,1,82,17.15876007080078,0.20451855659484863
HDRL,2,50,greedy,1,83,16.192358016967773,0.20366382598876953
HDRL,2,50,greedy,1,84,17.561845779418945,0.20344114303588867
HDRL,2,50,greedy,1,85,14.745231628417969,0.2035388946533203
HDRL,2,50,greedy,1,86,19.740341186523438,0.2040386199951172
HDRL,2,50,greedy,1,87,21.78472137451172,0.2045612335205078
HDRL,2,50,greedy,1,88,20.2827091217041,0.20363187789916992
HDRL,2,50,greedy,1,89,17.63825225830078,0.2035508155822754
HDRL,2,50,greedy,1,90,14.456794738769531,0.20362138748168945
HDRL,2,50,greedy,1,91,18.32130241394043,0.20381879806518555
HDRL,2,50,greedy,1,92,17.71885871887207,0.20336318016052246
HDRL,2,50,greedy,1,93,17.052490234375,0.2033836841583252
HDRL,2,50,greedy,1,94,19.354476928710938,0.20437312126159668
HDRL,2,50,greedy,1,95,19.003734588623047,0.20412588119506836
HDRL,2,50,greedy,1,96,19.130043029785156,0.2043933868408203
HDRL,2,50,greedy,1,97,18.317829132080078,0.20432519912719727
HDRL,2,50,greedy,1,98,15.891782760620117,0.20440459251403809
HDRL,2,50,greedy,1,99,17.831615447998047,0.20359134674072266
HDRL,2,50,greedy,1,100,20.567827224731445,0.20343804359436035
HDRL,2,50,greedy,2,1,17.447969436645508,0.7914400100708008
HDRL,2,50,greedy,2,2,17.610525131225586,0.20680665969848633
HDRL,2,50,greedy,2,3,17.659093856811523,0.20599722862243652
HDRL,2,50,greedy,2,4,17.657499313354492,0.20501089096069336
HDRL,2,50,greedy,2,5,17.639841079711914,0.20520496368408203
HDRL,2,50,greedy,2,6,21.128829956054688,0.20489025115966797
HDRL,2,50,greedy,2,7,17.515033721923828,0.20476245880126953
HDRL,2,50,greedy,2,8,19.364986419677734,0.20502567291259766
HDRL,2,50,greedy,2,9,16.60112953186035,0.20519757270812988
HDRL,2,50,greedy,2,10,19.294788360595703,0.20548009872436523
HDRL,2,50,greedy,2,11,16.978803634643555,0.2064969539642334
HDRL,2,50,greedy,2,12,17.403011322021484,0.20475053787231445
HDRL,2,50,greedy,2,13,17.9171085357666,0.2050766944885254
HDRL,2,50,greedy,2,14,18.257349014282227,0.2050034999847412
HDRL,2,50,greedy,2,15,20.265403747558594,0.20522236824035645
HDRL,2,50,greedy,2,16,18.412776947021484,0.20499968528747559
HDRL,2,50,greedy,2,17,16.43004608154297,0.20495986938476562
HDRL,2,50,greedy,2,18,17.953062057495117,0.20789766311645508
HDRL,2,50,greedy,2,19,19.232940673828125,0.20476937294006348
HDRL,2,50,greedy,2,20,20.606670379638672,0.20462846755981445
HDRL,2,50,greedy,2,21,19.56180191040039,0.20508527755737305
HDRL,2,50,greedy,2,22,18.997209548950195,0.20574736595153809
HDRL,2,50,greedy,2,23,16.905208587646484,0.2049570083618164
HDRL,2,50,greedy,2,24,18.978015899658203,0.20511460304260254
HDRL,2,50,greedy,2,25,17.28390121459961,0.20487689971923828
HDRL,2,50,greedy,2,26,17.207603454589844,0.20519781112670898
HDRL,2,50,greedy,2,27,15.854010581970215,0.20479679107666016
HDRL,2,50,greedy,2,28,19.793624877929688,0.211181640625
HDRL,2,50,greedy,2,29,19.461448669433594,0.21227288246154785
HDRL,2,50,greedy,2,30,18.04088020324707,0.21467852592468262
HDRL,2,50,greedy,2,31,17.599037170410156,0.21455001831054688
HDRL,2,50,greedy,2,32,17.090709686279297,0.21511507034301758
HDRL,2,50,greedy,2,33,15.580589294433594,0.21458983421325684
HDRL,2,50,greedy,2,34,17.94785499572754,0.21483707427978516
HDRL,2,50,greedy,2,35,19.74711036682129,0.21480655670166016
HDRL,2,50,greedy,2,36,19.035802841186523,0.21463847160339355
HDRL,2,50,greedy,2,37,18.071409225463867,0.21088218688964844
HDRL,2,50,greedy,2,38,18.1912841796875,0.20479869842529297
HDRL,2,50,greedy,2,39,21.589086532592773,0.20500755310058594
HDRL,2,50,greedy,2,40,17.902389526367188,0.20490479469299316
HDRL,2,50,greedy,2,41,19.949016571044922,0.21417903900146484
HDRL,2,50,greedy,2,42,18.703857421875,0.20629191398620605
HDRL,2,50,greedy,2,43,16.769329071044922,0.21456599235534668
HDRL,2,50,greedy,2,44,17.98728370666504,0.20489215850830078
HDRL,2,50,greedy,2,45,18.214452743530273,0.20494461059570312
HDRL,2,50,greedy,2,46,19.281673431396484,0.2053203582763672
HDRL,2,50,greedy,2,47,16.058317184448242,0.20670509338378906
HDRL,2,50,greedy,2,48,21.05307960510254,0.2144179344177246
HDRL,2,50,greedy,2,49,21.373268127441406,0.20629620552062988
HDRL,2,50,greedy,2,50,20.40867042541504,0.20512866973876953
HDRL,2,50,greedy,2,51,22.7004451751709,0.2047290802001953
HDRL,2,50,greedy,2,52,19.777942657470703,0.2060391902923584
HDRL,2,50,greedy,2,53,17.784332275390625,0.2149488925933838
HDRL,2,50,greedy,2,54,18.500240325927734,0.2049422264099121
HDRL,2,50,greedy,2,55,16.955873489379883,0.20500397682189941
