candidate_source,method,mode,rep,kappa,size,instance_index,instance_name,objective,distance,tardiness,runtime_s,status,objective_validation,objective_consistency_error,instance_hash_source
Metaheuristic,IGA,,3,2,50,47,N50_K2_M12_I47,16.0050339507619,27.21834096218044,4.791726939343358,3622.828380346298,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DABC,,0,2,50,47,N50_K2_M12_I47,17.880484809183,29.553724638880823,6.207244979485173,586.5678400993347,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DABC,,1,2,50,47,N50_K2_M12_I47,18.75601731878061,32.69495397769613,4.817080659865099,491.39572620391846,success,components_recomputed,3.552713678800501e-15,meta_raw_verified_per_instance
Metaheuristic,DABC,,2,2,50,47,N50_K2_M12_I47,17.621714394291025,30.27538801221329,4.968040776368756,607.9152088165283,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DABC,,3,2,50,47,N50_K2_M12_I47,18.6726894733969,30.962011441731985,6.38336750506182,575.6310777664185,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DIWO,,0,2,50,47,N50_K2_M12_I47,18.67566010980495,31.31803555696196,6.033284662647949,1116.35706615448,success,components_recomputed,3.552713678800501e-15,meta_raw_verified_per_instance
Metaheuristic,DIWO,,1,2,50,47,N50_K2_M12_I47,19.16190905222436,31.75932429276169,6.56449381168702,990.5835256576538,success,components_recomputed,3.552713678800501e-15,meta_raw_verified_per_instance
Metaheuristic,DIWO,,2,2,50,47,N50_K2_M12_I47,18.298122332079537,30.008831118928438,6.587413545230636,1279.2353682518003,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DIWO,,3,2,50,47,N50_K2_M12_I47,18.3288603600031,30.624436057358253,6.033284662647949,901.156593322754,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,ALNS,,0,2,50,48,N50_K2_M12_I48,12.02846826970043,19.94902329460697,4.107913244793885,1937.8707447052,success,components_recomputed,1.7763568394002505e-15,meta_raw_verified_per_instance
Metaheuristic,ALNS,,1,2,50,48,N50_K2_M12_I48,12.658967667070003,21.38557126273544,3.9323640714045673,2409.657960176468,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,ALNS,,2,2,50,48,N50_K2_M12_I48,13.010563246155405,21.558388935778638,4.462737556532173,2007.8381295204165,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,ALNS,,3,2,50,48,N50_K2_M12_I48,13.063502789578257,21.664612717438423,4.462392861718086,2002.7347946166992,success,components_recomputed,1.7763568394002505e-15,meta_raw_verified_per_instance
Metaheuristic,IGA,,0,2,50,48,N50_K2_M12_I48,13.04975855958933,21.8428989755001,4.256618143678562,3617.388911962509,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,IGA,,1,2,50,48,N50_K2_M12_I48,12.957412586220734,21.42823798769177,4.486587184749699,2778.314489841461,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,IGA,,2,2,50,48,N50_K2_M12_I48,11.67228858847885,19.07432656593523,4.270250611022471,3614.765608072281,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,IGA,,3,2,50,48,N50_K2_M12_I48,12.599776835825615,22.21781170252706,2.9817419691241707,2940.1111364364624,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DABC,,0,2,50,48,N50_K2_M12_I48,14.24807729235262,24.417614202597942,4.078540382107294,482.09007954597473,success,components_recomputed,1.7763568394002505e-15,meta_raw_verified_per_instance
Metaheuristic,DABC,,1,2,50,48,N50_K2_M12_I48,14.533796106139562,25.00332449174776,4.064267720531367,488.1916408538818,success,components_recomputed,3.552713678800501e-15,meta_raw_verified_per_instance
Metaheuristic,DABC,,2,2,50,48,N50_K2_M12_I48,14.43955430482391,24.718518883903315,4.160589725744504,610.788741350174,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DABC,,3,2,50,48,N50_K2_M12_I48,14.31809850505319,24.551644483789545,4.084552526316833,557.2586877346039,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DIWO,,0,2,50,48,N50_K2_M12_I48,14.762491804966556,25.3706493635347,4.154334246398412,997.9689166545868,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DIWO,,1,2,50,48,N50_K2_M12_I48,14.366703104000456,24.654865825893623,4.078540382107294,1056.821388721466,success,components_recomputed,1.7763568394002505e-15,meta_raw_verified_per_instance
Metaheuristic,DIWO,,2,2,50,48,N50_K2_M12_I48,14.443694453673643,24.808848525239995,4.078540382107294,910.3083345890044,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DIWO,,3,2,50,48,N50_K2_M12_I48,14.544910456824203,25.36920952864417,3.720611385004235,1021.277868270874,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,ALNS,,0,2,50,49,N50_K2_M12_I49,13.863043768860084,24.88092147226518,2.84516606545499,1927.6080572605133,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,ALNS,,1,2,50,49,N50_K2_M12_I49,14.15040889121474,25.51906112217902,2.781756660250459,2277.5088958740234,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,ALNS,,2,2,50,49,N50_K2_M12_I49,15.217412477701895,26.976349641500047,3.4584753139037434,1715.0217127799988,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,ALNS,,3,2,50,49,N50_K2_M12_I49,13.78061705768069,24.40596760604099,3.155266509320393,2065.0387325286865,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,IGA,,0,2,50,49,N50_K2_M12_I49,12.892212798437711,23.03192755328549,2.7524980435899318,3090.020307302475,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,IGA,,1,2,50,49,N50_K2_M12_I49,12.963176449502011,22.43801995453317,3.488332944470852,3546.080447912216,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,IGA,,2,2,50,49,N50_K2_M12_I49,13.61479458444935,23.65890149621764,3.570687672681058,3613.7248170375824,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,IGA,,3,2,50,49,N50_K2_M12_I49,12.503193716154142,22.343490617827257,2.662896814481025,3616.66626405716,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DABC,,0,2,50,49,N50_K2_M12_I49,17.30330766384135,31.424534963550126,3.182080364132569,459.0595452785492,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DABC,,1,2,50,49,N50_K2_M12_I49,16.496755749253666,30.32493162130582,2.668579877201516,626.071525812149,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DABC,,2,2,50,49,N50_K2_M12_I49,17.513327717388854,31.28660727948685,3.740048155290857,503.4346127510071,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DABC,,3,2,50,49,N50_K2_M12_I49,16.41023407175504,30.215030901540832,2.6054372419692444,616.8984122276306,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DIWO,,0,2,50,49,N50_K2_M12_I49,16.963969421925327,31.04581706912716,2.882121774723492,1216.1877918243408,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DIWO,,1,2,50,49,N50_K2_M12_I49,17.29982604901755,31.09449403603492,3.5051580620001874,1054.946931600571,success,components_recomputed,3.552713678800501e-15,meta_raw_verified_per_instance
Metaheuristic,DIWO,,2,2,50,49,N50_K2_M12_I49,16.925208735819073,31.731224785334103,2.11919268630404,1280.1665632724762,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DIWO,,3,2,50,49,N50_K2_M12_I49,16.945556955276214,31.008992135828937,2.882121774723492,1077.276441574097,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,ALNS,,0,2,50,50,N50_K2_M12_I50,14.459160387601974,24.126999131838648,4.7913216433653005,2042.9302632808683,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,ALNS,,1,2,50,50,N50_K2_M12_I50,14.465248500652892,24.334262049828947,4.596234951476838,2158.069413900376,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,ALNS,,2,2,50,50,N50_K2_M12_I50,15.177218655442546,26.24376070488572,4.110676605999374,2202.478570699692,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,ALNS,,3,2,50,50,N50_K2_M12_I50,15.075740872002712,25.315450929380585,4.83603081462484,2177.9974501132965,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,IGA,,0,2,50,50,N50_K2_M12_I50,14.779930091523738,24.989561466173825,4.5702987168736495,3096.1372439861298,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,IGA,,1,2,50,50,N50_K2_M12_I50,14.811870613140218,25.240353760183872,4.383387466096567,3434.4456355571747,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,IGA,,2,2,50,50,N50_K2_M12_I50,14.783135551581676,24.74565616804426,4.820614935119094,3626.784305810928,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,IGA,,3,2,50,50,N50_K2_M12_I50,13.791443692462698,22.559086500504065,5.023800884421335,3620.482041358948,success,components_recomputed,1.7763568394002505e-15,meta_raw_verified_per_instance
Metaheuristic,DABC,,0,2,50,50,N50_K2_M12_I50,17.143039783389128,29.36571584587596,4.9203637209023,498.3180387020111,success,components_recomputed,3.552713678800501e-15,meta_raw_verified_per_instance
Metaheuristic,DABC,,1,2,50,50,N50_K2_M12_I50,16.794603991594414,28.66574503468565,4.923462948503182,661.3757991790771,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DABC,,2,2,50,50,N50_K2_M12_I50,16.952153733054683,28.8352986850475,5.069008781061864,643.6006739139557,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DABC,,3,2,50,50,N50_K2_M12_I50,16.7024569721109,29.08484228281816,4.320071661403642,530.5810956954956,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DIWO,,0,2,50,50,N50_K2_M12_I50,17.008170042359378,29.19716750745581,4.819172577262949,1132.317048788071,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DIWO,,1,2,50,50,N50_K2_M12_I50,16.861353379096236,28.458509264766708,5.264197493425769,1144.1335973739624,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DIWO,,2,2,50,50,N50_K2_M12_I50,16.562907171858875,28.249576059890344,4.8762382838274085,1010.8533492088318,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DIWO,,3,2,50,50,N50_K2_M12_I50,16.73841691310819,28.691611995956045,4.785221830260336,1229.4121632575989,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,ALNS,,0,2,50,51,N50_K2_M12_I51,14.951024788511042,25.47665088235503,4.425398694667053,2003.4679896831512,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,ALNS,,1,2,50,51,N50_K2_M12_I51,14.728445768110747,25.627255555605604,3.829635980615895,2161.030480861664,success,components_recomputed,1.7763568394002505e-15,meta_raw_verified_per_instance
Metaheuristic,ALNS,,2,2,50,51,N50_K2_M12_I51,14.869068002210255,26.106146258131822,3.631989746288685,2547.268023967743,success,components_recomputed,1.7763568394002505e-15,meta_raw_verified_per_instance
Metaheuristic,ALNS,,3,2,50,51,N50_K2_M12_I51,15.537789873840822,25.492707208374654,5.582872539306989,2415.2555894851685,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,IGA,,0,2,50,51,N50_K2_M12_I51,15.468956847933756,26.165952954722005,4.771960741145511,3511.174270629883,success,components_recomputed,1.7763568394002505e-15,meta_raw_verified_per_instance
Metaheuristic,IGA,,1,2,50,51,N50_K2_M12_I51,14.706525918794412,26.19510731394085,3.217944523647974,3131.0980401039124,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,IGA,,2,2,50,51,N50_K2_M12_I51,14.898722524062393,25.020858573165363,4.776586474959422,3191.6191716194157,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,IGA,,3,2,50,51,N50_K2_M12_I51,14.83418718804918,24.719191376212475,4.949182999885884,3606.322794437408,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DABC,,0,2,50,51,N50_K2_M12_I51,18.219799452355637,32.996151067820755,3.443447836890514,498.1624484062195,success,components_recomputed,3.552713678800501e-15,meta_raw_verified_per_instance
Metaheuristic,DABC,,1,2,50,51,N50_K2_M12_I51,18.530483757204337,32.34822845815696,4.712739056251712,452.85217475891113,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DABC,,2,2,50,51,N50_K2_M12_I51,18.025435776899563,32.40187195045239,3.648999603346741,658.0058240890503,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DABC,,3,2,50,51,N50_K2_M12_I51,18.31466998554308,33.10921832546932,3.5201216456168303,484.7125871181488,success,components_recomputed,3.552713678800501e-15,meta_raw_verified_per_instance
Metaheuristic,DIWO,,0,2,50,51,N50_K2_M12_I51,18.18837510050541,30.98554785142565,5.391202349585166,1025.5293929576874,success,components_recomputed,3.552713678800501e-15,meta_raw_verified_per_instance
Metaheuristic,DIWO,,1,2,50,51,N50_K2_M12_I51,18.048995955335613,32.38749039432236,3.710501516348869,1119.5429904460907,success,components_recomputed,3.552713678800501e-15,meta_raw_verified_per_instance
Metaheuristic,DIWO,,2,2,50,51,N50_K2_M12_I51,18.593494368764123,31.941262182239477,5.245726555288773,1278.5027661323547,success,components_recomputed,3.552713678800501e-15,meta_raw_verified_per_instance
Metaheuristic,DIWO,,3,2,50,51,N50_K2_M12_I51,18.25305601743075,32.72244900759011,3.783663027271393,865.7043409347534,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,ALNS,,0,2,50,52,N50_K2_M12_I52,15.264136312007082,24.369758728268614,6.158513895745546,1945.4971477985384,success,components_recomputed,1.7763568394002505e-15,meta_raw_verified_per_instance
Metaheuristic,ALNS,,1,2,50,52,N50_K2_M12_I52,15.530178812049616,24.90184372835369,6.158513895745546,2186.7182273864746,success,components_recomputed,1.7763568394002505e-15,meta_raw_verified_per_instance
Metaheuristic,ALNS,,2,2,50,52,N50_K2_M12_I52,15.342930729516956,24.92710992113334,5.758751537900571,2213.324083805084,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,ALNS,,3,2,50,52,N50_K2_M12_I52,15.0944282050418,25.049159291487808,5.139697118595791,2162.393720626831,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,IGA,,0,2,50,52,N50_K2_M12_I52,15.697286269018567,26.05291343540533,5.341659102631806,3621.229827165604,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,IGA,,1,2,50,52,N50_K2_M12_I52,15.4405293169577,24.33713146776958,6.543927166145823,3622.223233699799,success,components_recomputed,1.7763568394002505e-15,meta_raw_verified_per_instance
Metaheuristic,IGA,,2,2,50,52,N50_K2_M12_I52,15.493886613538026,25.33379747599953,5.653975751076524,3627.1322119235992,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,IGA,,3,2,50,52,N50_K2_M12_I52,14.63782220087918,23.792760515889963,5.482883885868397,3620.2296340465546,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DABC,,0,2,50,52,N50_K2_M12_I52,18.780174208042517,30.203538627987225,7.356809788097805,473.8373291492462,success,components_recomputed,3.552713678800501e-15,meta_raw_verified_per_instance
Metaheuristic,DABC,,1,2,50,52,N50_K2_M12_I52,18.183051671867187,30.213562295851155,6.1525410478832185,535.6255068778992,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DABC,,2,2,50,52,N50_K2_M12_I52,18.01541259312833,30.288749921033972,5.7420752652226845,505.4412167072296,success,components_recomputed,3.552713678800501e-15,meta_raw_verified_per_instance
Metaheuristic,DABC,,3,2,50,52,N50_K2_M12_I52,18.557469015151465,31.43260934613813,5.682328684164807,514.7327871322632,success,components_recomputed,3.552713678800501e-15,meta_raw_verified_per_instance
Metaheuristic,DIWO,,0,2,50,52,N50_K2_M12_I52,16.697812434772636,27.46557423613558,5.930050633409689,1034.5971846580503,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DIWO,,1,2,50,52,N50_K2_M12_I52,17.32542734223076,27.196708121532893,7.454146562928628,1196.2904818058014,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DIWO,,2,2,50,52,N50_K2_M12_I52,17.312892021799087,28.695733410188488,5.930050633409689,1090.1997246742249,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DIWO,,3,2,50,52,N50_K2_M12_I52,16.93660658580371,27.1281624611284,6.745050710479022,1206.0617833137512,success,components_recomputed,3.552713678800501e-15,meta_raw_verified_per_instance
Metaheuristic,ALNS,,0,2,50,53,N50_K2_M12_I53,13.732887090779764,24.155014652403253,3.310759529156276,2073.712132930756,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,ALNS,,1,2,50,53,N50_K2_M12_I53,13.55213944286671,23.88089783886065,3.223381046872769,1974.8176410198207,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,ALNS,,2,2,50,53,N50_K2_M12_I53,13.13433336455297,23.35205476258986,2.916611966516081,2223.701416254044,success,components_recomputed,1.7763568394002505e-15,meta_raw_verified_per_instance
Metaheuristic,ALNS,,3,2,50,53,N50_K2_M12_I53,13.618323144926327,24.318104568363083,2.9185417214895737,2062.9694199562077,success,components_recomputed,1.7763568394002505e-15,meta_raw_verified_per_instance
Metaheuristic,IGA,,0,2,50,53,N50_K2_M12_I53,14.194432421594326,24.76338400885779,3.625480834330861,3450.9841973781586,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,IGA,,1,2,50,53,N50_K2_M12_I53,14.037398868260926,23.636150085324743,4.438647651197108,3156.828445196152,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,IGA,,2,2,50,53,N50_K2_M12_I53,14.38359421887715,25.414623396331024,3.352565041423276,3606.1629412174234,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,IGA,,3,2,50,53,N50_K2_M12_I53,13.498018195789705,23.5046761887743,3.491360202805109,3159.3978078365326,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DABC,,0,2,50,53,N50_K2_M12_I53,15.681817471463432,28.579298591488083,2.7843363514387813,560.7046182155609,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DABC,,1,2,50,53,N50_K2_M12_I53,15.500683454710408,28.26460783405705,2.736759075363766,580.382401227951,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DABC,,2,2,50,53,N50_K2_M12_I53,16.688138539205166,29.711395986831207,3.664881091579123,538.7861304283142,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DABC,,3,2,50,53,N50_K2_M12_I53,15.033269640455911,26.41433022262277,3.6522090582890514,556.9563302993774,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DIWO,,0,2,50,53,N50_K2_M12_I53,16.060997357254756,28.611714390476337,3.510280324033176,1154.3129079341888,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DIWO,,1,2,50,53,N50_K2_M12_I53,15.927219067860928,28.399075923507382,3.455362212214468,1040.919084072113,success,components_recomputed,3.552713678800501e-15,meta_raw_verified_per_instance
Metaheuristic,DIWO,,2,2,50,53,N50_K2_M12_I53,15.851783120007164,28.25030851437359,3.453257725640736,1059.488656759262,success,components_recomputed,1.7763568394002505e-15,meta_raw_verified_per_instance
Metaheuristic,DIWO,,3,2,50,53,N50_K2_M12_I53,16.254636453579938,29.159609437649888,3.349663469509987,932.1260447502136,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,ALNS,,0,2,50,54,N50_K2_M12_I54,16.227963191488367,27.43993141173621,5.015994971240522,1999.3963367938995,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,ALNS,,1,2,50,54,N50_K2_M12_I54,15.658833868724605,26.34383289974929,4.9738348376999095,1989.6404240131376,success,components_recomputed,5.329070518200751e-15,meta_raw_verified_per_instance
Metaheuristic,ALNS,,2,2,50,54,N50_K2_M12_I54,17.615251369664986,30.306222602430008,4.924280136899961,2090.67173743248,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,ALNS,,3,2,50,54,N50_K2_M12_I54,16.399948401904048,27.67734550576283,5.12255129804527,2144.758028268814,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,IGA,,0,2,50,54,N50_K2_M12_I54,16.342641766358057,27.615616638673732,5.069666894042381,3145.7925136089325,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,IGA,,1,2,50,54,N50_K2_M12_I54,16.265220812711124,26.5965016460782,5.933939979344044,3583.3382103443146,success,components_recomputed,3.552713678800501e-15,meta_raw_verified_per_instance
Metaheuristic,IGA,,2,2,50,54,N50_K2_M12_I54,16.26165089321251,27.963452349239105,4.559849437185923,3626.988327503204,success,components_recomputed,3.552713678800501e-15,meta_raw_verified_per_instance
Metaheuristic,IGA,,3,2,50,54,N50_K2_M12_I54,16.137346874525097,27.874636696004,4.400057053046192,3619.847537517548,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DABC,,0,2,50,54,N50_K2_M12_I54,19.116735155033208,32.75231033951019,5.481159970556226,498.8295087814331,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DABC,,1,2,50,54,N50_K2_M12_I54,19.15346253879501,34.697458838943,3.609466238647025,482.7793142795563,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DABC,,2,2,50,54,N50_K2_M12_I54,18.73688106949189,32.67521769682458,4.7985444421592,537.3229312896729,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DABC,,3,2,50,54,N50_K2_M12_I54,18.6063267509366,32.6538283666026,4.558825135270594,454.12978887557983,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DIWO,,0,2,50,54,N50_K2_M12_I54,19.50633361631609,33.69584094573885,5.316826286893336,1084.708910226822,success,components_recomputed,3.552713678800501e-15,meta_raw_verified_per_instance
Metaheuristic,DIWO,,1,2,50,54,N50_K2_M12_I54,19.4802131352531,33.88774229729356,5.072683973212632,1108.596215724945,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DIWO,,2,2,50,54,N50_K2_M12_I54,19.228467981303798,34.42777873083813,4.02915723176946,1203.6850652694702,success,components_recomputed,3.552713678800501e-15,meta_raw_verified_per_instance
Metaheuristic,DIWO,,3,2,50,54,N50_K2_M12_I54,19.837294649098663,34.43301089409076,5.241578404106573,927.0736422538756,success,components_recomputed,3.552713678800501e-15,meta_raw_verified_per_instance
Metaheuristic,ALNS,,0,2,50,55,N50_K2_M12_I55,16.358971554825867,25.41081069949056,7.307132410161176,2087.0486817359924,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,ALNS,,1,2,50,55,N50_K2_M12_I55,16.895440226176323,28.36224433040976,5.428636121942882,2160.1757748126984,success,components_recomputed,3.552713678800501e-15,meta_raw_verified_per_instance
Metaheuristic,ALNS,,2,2,50,55,N50_K2_M12_I55,16.08933784145747,27.060257349079283,5.118418333835661,2468.376103878021,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,ALNS,,3,2,50,55,N50_K2_M12_I55,16.428419243680235,28.061814020327677,4.795024467032794,2235.4387295246124,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,IGA,,0,2,50,55,N50_K2_M12_I55,16.651426003183012,27.034768101838413,6.26808390452761,3622.581633090973,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,IGA,,1,2,50,55,N50_K2_M12_I55,15.707547295331072,25.325475213516835,6.089619377145308,3608.849730014801,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,IGA,,2,2,50,55,N50_K2_M12_I55,16.45818550099126,26.4372609250728,6.479110076909718,3216.164262533188,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,IGA,,3,2,50,55,N50_K2_M12_I55,16.095051292387893,25.3815890372138,6.808513547561993,3590.4452826976776,success,components_recomputed,3.552713678800501e-15,meta_raw_verified_per_instance
Metaheuristic,DABC,,0,2,50,55,N50_K2_M12_I55,19.33468933765801,32.24008391434606,6.429294760969952,455.5366754531861,success,components_recomputed,3.552713678800501e-15,meta_raw_verified_per_instance
Metaheuristic,DABC,,1,2,50,55,N50_K2_M12_I55,18.598918986862408,31.121002276490515,6.076835697234303,465.11075019836426,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DABC,,2,2,50,55,N50_K2_M12_I55,18.763995417368417,31.027208603406496,6.500782231330337,568.9111821651459,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DABC,,3,2,50,55,N50_K2_M12_I55,18.497033203514835,30.643171656890075,6.350894750139598,473.581512928009,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DIWO,,0,2,50,55,N50_K2_M12_I55,19.17660116680127,32.34022507301934,6.012977260583202,1138.8049983978271,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DIWO,,1,2,50,55,N50_K2_M12_I55,18.854095635771007,30.86347032467567,6.844720946866344,1103.4898409843445,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DIWO,,2,2,50,55,N50_K2_M12_I55,18.7168501028272,31.19457546866388,6.239124736990525,1179.715600013733,success,components_recomputed,3.552713678800501e-15,meta_raw_verified_per_instance
Metaheuristic,DIWO,,3,2,50,55,N50_K2_M12_I55,19.272149820417876,31.418229707589163,7.126069933246583,1176.352196931839,success,components_recomputed,3.552713678800501e-15,meta_raw_verified_per_instance
Metaheuristic,ALNS,,0,2,50,56,N50_K2_M12_I56,17.41970996170872,29.06824352970963,5.771176393707806,2120.476476430893,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,ALNS,,1,2,50,56,N50_K2_M12_I56,16.77951239555553,29.009513551736894,4.54951123937416,2015.3118674755096,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,ALNS,,2,2,50,56,N50_K2_M12_I56,17.983617408442257,29.71877661137713,6.248458205507383,2032.255903720856,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,ALNS,,3,2,50,56,N50_K2_M12_I56,17.119728688546594,29.75686689615791,4.4825904809352775,2021.3202369213104,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,IGA,,0,2,50,56,N50_K2_M12_I56,17.233782415631,28.29295316887616,6.174611662385842,3372.25870347023,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,IGA,,1,2,50,56,N50_K2_M12_I56,17.560943348726457,28.81023200972468,6.311654687728235,3631.489707946777,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,IGA,,2,2,50,56,N50_K2_M12_I56,17.02804699546648,27.946967420482014,6.109126570450939,3608.2304039001465,success,components_recomputed,3.552713678800501e-15,meta_raw_verified_per_instance
Metaheuristic,IGA,,3,2,50,56,N50_K2_M12_I56,18.632405619925123,29.173037443848603,8.091773796001647,3615.436576366425,success,components_recomputed,0.0,meta_raw_verified_per_instance
Metaheuristic,DABC,,0,2,50,56,N50_K2_M12_I56,20.37857917961574,32.810214410918206,7.946943948313275,570.6182081699371,success,components_recomputed,0.0,meta_raw_verified_per_instance
