kappa,size,instance_index,instance_name,bks_objective,bks_source_category,bks_source_method,bks_source_mode,bks_source_rep,candidate_count,co_best_count_1e-6,co_best_sources_json
2,10,45,N10_K2_M12_I45,7.509342062024876,Metaheuristic,DABC,,0,29,6,"[{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":0,""objective"":7.509342062024876},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":0,""objective"":7.509342062024876},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":1,""objective"":7.509342062024876},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":2,""objective"":7.509342062024876},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":3,""objective"":7.509342062024876},{""candidate_source"":""Gurobi"",""method"":""Gurobi"",""mode"":"""",""rep"":"""",""objective"":7.509342062024886}]"
2,10,46,N10_K2_M12_I46,8.281543801663403,Metaheuristic,DABC,,1,29,6,"[{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":1,""objective"":8.281543801663403},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":2,""objective"":8.281543801663403},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":3,""objective"":8.281543801663403},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":2,""objective"":8.281543801663403},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":3,""objective"":8.281543801663403},{""candidate_source"":""Gurobi"",""method"":""Gurobi"",""mode"":"""",""rep"":"""",""objective"":8.281543801663412}]"
2,10,47,N10_K2_M12_I47,7.354605674743652,DRL,TDRL,sample1280,,29,11,"[{""candidate_source"":""DRL"",""method"":""TDRL"",""mode"":""sample1280"",""rep"":"""",""objective"":7.354605674743652},{""candidate_source"":""Metaheuristic"",""method"":""ALNS"",""mode"":"""",""rep"":1,""objective"":7.354606105187194},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":0,""objective"":7.354606105187194},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":1,""objective"":7.354606105187194},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":0,""objective"":7.354606105187194},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":1,""objective"":7.354606105187194},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":3,""objective"":7.354606105187194},{""candidate_source"":""Gurobi"",""method"":""Gurobi"",""mode"":"""",""rep"":"""",""objective"":7.354606105187197},{""candidate_source"":""DRL"",""method"":""AM"",""mode"":""sample1280"",""rep"":"""",""objective"":7.35460615158081},{""candidate_source"":""DRL"",""method"":""ECHO"",""mode"":""greedy"",""rep"":"""",""objective"":7.35460615158081},{""candidate_source"":""DRL"",""method"":""ECHO"",""mode"":""sample1280"",""rep"":"""",""objective"":7.35460615158081}]"
2,10,48,N10_K2_M12_I48,9.815303822844784,Metaheuristic,DABC,,0,29,3,"[{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":0,""objective"":9.815303822844784},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":3,""objective"":9.815303822844784},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":0,""objective"":9.815303822844784}]"
2,10,49,N10_K2_M12_I49,7.466747167399103,Metaheuristic,DABC,,0,29,13,"[{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":0,""objective"":7.466747167399103},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":1,""objective"":7.466747167399103},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":2,""objective"":7.466747167399103},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":3,""objective"":7.466747167399103},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":0,""objective"":7.466747167399103},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":1,""objective"":7.466747167399103},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":2,""objective"":7.466747167399103},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":3,""objective"":7.466747167399103},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":0,""objective"":7.466747167399103},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":1,""objective"":7.466747167399103},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":2,""objective"":7.466747167399103},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":3,""objective"":7.466747167399103},{""candidate_source"":""Gurobi"",""method"":""Gurobi"",""mode"":"""",""rep"":"""",""objective"":7.466747167399108}]"
2,10,50,N10_K2_M12_I50,8.64306061426152,Gurobi,Gurobi,,,29,10,"[{""candidate_source"":""Gurobi"",""method"":""Gurobi"",""mode"":"""",""rep"":"""",""objective"":8.64306061426152},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":0,""objective"":8.643060746935227},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":1,""objective"":8.643060746935227},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":2,""objective"":8.643060746935227},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":3,""objective"":8.643060746935227},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":0,""objective"":8.643060746935227},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":1,""objective"":8.643060746935227},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":2,""objective"":8.643060746935227},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":3,""objective"":8.643060746935227},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":1,""objective"":8.643060746935227}]"
2,10,51,N10_K2_M12_I51,9.06256846306507,Metaheuristic,DABC,,0,29,10,"[{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":0,""objective"":9.06256846306507},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":1,""objective"":9.06256846306507},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":2,""objective"":9.06256846306507},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":0,""objective"":9.06256846306507},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":1,""objective"":9.06256846306507},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":2,""objective"":9.06256846306507},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":3,""objective"":9.06256846306507},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":0,""objective"":9.06256846306507},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":3,""objective"":9.062568463065071},{""candidate_source"":""Gurobi"",""method"":""Gurobi"",""mode"":"""",""rep"":"""",""objective"":9.062568463065078}]"
2,10,52,N10_K2_M12_I52,8.699170623510991,Metaheuristic,DABC,,0,29,14,"[{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":0,""objective"":8.699170623510991},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":1,""objective"":8.699170623510991},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":2,""objective"":8.699170623510991},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":3,""objective"":8.699170623510991},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":0,""objective"":8.699170623510991},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":1,""objective"":8.699170623510991},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":2,""objective"":8.699170623510991},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":0,""objective"":8.699170623510991},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":1,""objective"":8.699170623510991},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":2,""objective"":8.699170623510991},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":3,""objective"":8.699170623510991},{""candidate_source"":""Gurobi"",""method"":""Gurobi"",""mode"":"""",""rep"":"""",""objective"":8.699170623511005},{""candidate_source"":""DRL"",""method"":""ECHO"",""mode"":""sample1280"",""rep"":"""",""objective"":8.69917106628418},{""candidate_source"":""DRL"",""method"":""HDRL"",""mode"":""sample1280"",""rep"":"""",""objective"":8.69917106628418}]"
2,10,53,N10_K2_M12_I53,8.634753227233887,DRL,Co-HeT,greedy,,29,16,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""greedy"",""rep"":"""",""objective"":8.634753227233887},{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":8.634753227233887},{""candidate_source"":""DRL"",""method"":""HDRL"",""mode"":""sample1280"",""rep"":"""",""objective"":8.634753227233887},{""candidate_source"":""DRL"",""method"":""TDRL"",""mode"":""greedy"",""rep"":"""",""objective"":8.634753227233887},{""candidate_source"":""DRL"",""method"":""TDRL"",""mode"":""sample1280"",""rep"":"""",""objective"":8.634753227233887},{""candidate_source"":""Gurobi"",""method"":""Gurobi"",""mode"":"""",""rep"":"""",""objective"":8.63475341862786},{""candidate_source"":""Metaheuristic"",""method"":""ALNS"",""mode"":"""",""rep"":2,""objective"":8.634753418627863},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":0,""objective"":8.634753418627863},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":1,""objective"":8.634753418627863},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":2,""objective"":8.634753418627863},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":3,""objective"":8.634753418627863},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":0,""objective"":8.634753418627863},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":1,""objective"":8.634753418627863},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":2,""objective"":8.634753418627863},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":3,""objective"":8.634753418627863},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":3,""objective"":8.634753418627863}]"
2,10,54,N10_K2_M12_I54,8.14814636156166,Gurobi,Gurobi,,,29,8,"[{""candidate_source"":""Gurobi"",""method"":""Gurobi"",""mode"":"""",""rep"":"""",""objective"":8.14814636156166},{""candidate_source"":""Metaheuristic"",""method"":""ALNS"",""mode"":"""",""rep"":0,""objective"":8.148146361561661},{""candidate_source"":""Metaheuristic"",""method"":""ALNS"",""mode"":"""",""rep"":3,""objective"":8.148146361561661},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":0,""objective"":8.148146361561661},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":1,""objective"":8.148146361561661},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":3,""objective"":8.148146361561661},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":0,""objective"":8.148146361561661},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":2,""objective"":8.148146361561661}]"
2,10,55,N10_K2_M12_I55,6.555525360677612,Gurobi,Gurobi,,,29,5,"[{""candidate_source"":""Gurobi"",""method"":""Gurobi"",""mode"":"""",""rep"":"""",""objective"":6.555525360677612},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":0,""objective"":6.555525854795617},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":1,""objective"":6.555525854795617},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":2,""objective"":6.555525854795617},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":3,""objective"":6.555525854795617}]"
2,10,56,N10_K2_M12_I56,7.064470579413024,Gurobi,Gurobi,,,29,9,"[{""candidate_source"":""Gurobi"",""method"":""Gurobi"",""mode"":"""",""rep"":"""",""objective"":7.064470579413024},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":0,""objective"":7.064470579413031},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":1,""objective"":7.064470579413031},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":0,""objective"":7.064470579413032},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":1,""objective"":7.064470579413032},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":2,""objective"":7.064470579413032},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":3,""objective"":7.064470579413032},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":2,""objective"":7.064470579413032},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":3,""objective"":7.064470579413032}]"
2,10,57,N10_K2_M12_I57,7.611406596854263,Metaheuristic,DABC,,0,29,12,"[{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":0,""objective"":7.611406596854263},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":1,""objective"":7.611406596854263},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":3,""objective"":7.611406596854263},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":1,""objective"":7.611406596854263},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":3,""objective"":7.611406596854263},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":3,""objective"":7.611406596854263},{""candidate_source"":""Metaheuristic"",""method"":""ALNS"",""mode"":"""",""rep"":0,""objective"":7.611406596854264},{""candidate_source"":""Metaheuristic"",""method"":""ALNS"",""mode"":"""",""rep"":3,""objective"":7.611406596854264},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":2,""objective"":7.611406596854264},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":1,""objective"":7.611406596854264},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":2,""objective"":7.611406596854264},{""candidate_source"":""Gurobi"",""method"":""Gurobi"",""mode"":"""",""rep"":"""",""objective"":7.611406596854268}]"
2,10,58,N10_K2_M12_I58,6.830494768424138,Gurobi,Gurobi,,,29,16,"[{""candidate_source"":""Gurobi"",""method"":""Gurobi"",""mode"":"""",""rep"":"""",""objective"":6.830494768424138},{""candidate_source"":""Metaheuristic"",""method"":""ALNS"",""mode"":"""",""rep"":2,""objective"":6.83049479662184},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":0,""objective"":6.83049479662184},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":1,""objective"":6.83049479662184},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":2,""objective"":6.83049479662184},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":3,""objective"":6.83049479662184},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":0,""objective"":6.83049479662184},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":1,""objective"":6.83049479662184},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":2,""objective"":6.83049479662184},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":3,""objective"":6.83049479662184},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":0,""objective"":6.83049479662184},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":1,""objective"":6.83049479662184},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":2,""objective"":6.83049479662184},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":3,""objective"":6.83049479662184},{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":6.8304948806762695},{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""greedy"",""rep"":"""",""objective"":6.830495357513428}]"
2,10,59,N10_K2_M12_I59,7.361499090709804,Gurobi,Gurobi,,,29,13,"[{""candidate_source"":""Gurobi"",""method"":""Gurobi"",""mode"":"""",""rep"":"""",""objective"":7.361499090709804},{""candidate_source"":""Metaheuristic"",""method"":""ALNS"",""mode"":"""",""rep"":1,""objective"":7.361499090709813},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":0,""objective"":7.361499090709813},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":1,""objective"":7.361499090709813},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":2,""objective"":7.361499090709813},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":3,""objective"":7.361499090709813},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":0,""objective"":7.361499090709813},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":1,""objective"":7.361499090709813},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":2,""objective"":7.361499090709813},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":3,""objective"":7.361499090709813},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":0,""objective"":7.361499090709813},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":2,""objective"":7.361499090709813},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":3,""objective"":7.361499090709813}]"
2,10,60,N10_K2_M12_I60,7.6489075272057345,Gurobi,Gurobi,,,29,8,"[{""candidate_source"":""Gurobi"",""method"":""Gurobi"",""mode"":"""",""rep"":"""",""objective"":7.6489075272057345},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":2,""objective"":7.6489075272057505},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":0,""objective"":7.6489075272057505},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":1,""objective"":7.6489075272057505},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":2,""objective"":7.6489075272057505},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":3,""objective"":7.6489075272057505},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":0,""objective"":7.6489075272057505},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":3,""objective"":7.6489075272057505}]"
2,10,61,N10_K2_M12_I61,9.3360349714663,Gurobi,Gurobi,,,29,8,"[{""candidate_source"":""Gurobi"",""method"":""Gurobi"",""mode"":"""",""rep"":"""",""objective"":9.3360349714663},{""candidate_source"":""Metaheuristic"",""method"":""ALNS"",""mode"":"""",""rep"":2,""objective"":9.3360350425037},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":0,""objective"":9.3360350425037},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":1,""objective"":9.3360350425037},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":2,""objective"":9.3360350425037},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":3,""objective"":9.3360350425037},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":0,""objective"":9.3360350425037},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":1,""objective"":9.3360350425037}]"
2,10,62,N10_K2_M12_I62,6.717050976238757,Gurobi,Gurobi,,,29,3,"[{""candidate_source"":""Gurobi"",""method"":""Gurobi"",""mode"":"""",""rep"":"""",""objective"":6.717050976238757},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":3,""objective"":6.717050976238761},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":1,""objective"":6.717050976238761}]"
2,10,63,N10_K2_M12_I63,5.509180434298094,Gurobi,Gurobi,,,29,10,"[{""candidate_source"":""Gurobi"",""method"":""Gurobi"",""mode"":"""",""rep"":"""",""objective"":5.509180434298094},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":1,""objective"":5.509180434298119},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":0,""objective"":5.509180434298119},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":1,""objective"":5.509180434298119},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":3,""objective"":5.509180434298119},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":0,""objective"":5.50918043429812},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":2,""objective"":5.50918043429812},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":3,""objective"":5.50918043429812},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":2,""objective"":5.50918043429812},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":0,""objective"":5.50918043429812}]"
2,10,64,N10_K2_M12_I64,8.75999720827431,Gurobi,Gurobi,,,29,12,"[{""candidate_source"":""Gurobi"",""method"":""Gurobi"",""mode"":"""",""rep"":"""",""objective"":8.75999720827431},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":0,""objective"":8.759997208274317},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":1,""objective"":8.759997208274317},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":2,""objective"":8.759997208274317},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":3,""objective"":8.759997208274317},{""candidate_source"":""Metaheuristic"",""method"":""ALNS"",""mode"":"""",""rep"":0,""objective"":8.759997208274319},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":0,""objective"":8.759997208274319},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":1,""objective"":8.759997208274319},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":2,""objective"":8.759997208274319},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":3,""objective"":8.759997208274319},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":1,""objective"":8.759997208274319},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":2,""objective"":8.759997208274319}]"
2,10,65,N10_K2_M12_I65,7.890724685351836,Gurobi,Gurobi,,,29,11,"[{""candidate_source"":""Gurobi"",""method"":""Gurobi"",""mode"":"""",""rep"":"""",""objective"":7.890724685351836},{""candidate_source"":""Metaheuristic"",""method"":""ALNS"",""mode"":"""",""rep"":0,""objective"":7.890724685351836},{""candidate_source"":""Metaheuristic"",""method"":""ALNS"",""mode"":"""",""rep"":1,""objective"":7.890724685351836},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":1,""objective"":7.890724685351836},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":0,""objective"":7.890724685351836},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":0,""objective"":7.890724685351836},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":1,""objective"":7.890724685351836},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":2,""objective"":7.890724685351836},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":0,""objective"":7.890724685351837},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":2,""objective"":7.890724685351837},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":3,""objective"":7.890724685351837}]"
2,10,66,N10_K2_M12_I66,8.352304458618164,DRL,AM,sample1280,,29,15,"[{""candidate_source"":""DRL"",""method"":""AM"",""mode"":""sample1280"",""rep"":"""",""objective"":8.352304458618164},{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":8.352304458618164},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":0,""objective"":8.352304823520116},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":1,""objective"":8.352304823520116},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":2,""objective"":8.352304823520116},{""candidate_source"":""Metaheuristic"",""method"":""DIWO"",""mode"":"""",""rep"":3,""objective"":8.352304823520116},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":0,""objective"":8.352304823520116},{""candidate_source"":""Metaheuristic"",""method"":""ALNS"",""mode"":"""",""rep"":2,""objective"":8.352304823520118},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":0,""objective"":8.352304823520118},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":2,""objective"":8.352304823520118},{""candidate_source"":""Metaheuristic"",""method"":""DABC"",""mode"":"""",""rep"":3,""objective"":8.352304823520118},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":1,""objective"":8.352304823520118},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":2,""objective"":8.352304823520118},{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":3,""objective"":8.352304823520118},{""candidate_source"":""Gurobi"",""method"":""Gurobi"",""mode"":"""",""rep"":"""",""objective"":8.352304823520122}]"
