job_id,attempt,status,kappa,size,index,instance,method,rep,seed,objective,distance,tardiness,runtime_s,iterations_completed,termination_reason,error
k2_n10_i008_alns_r002,1,success,2,10,8,N10_K2_M12_I8,ALNS,2,790809,8.305061920109932,12.431809540019465,4.178314300200398,6.483685493469238,101,iteration_limit,
k2_n10_i008_alns_r003,1,success,2,10,8,N10_K2_M12_I8,ALNS,3,7646059,8.593758849943816,11.998304227805278,5.189213472082355,6.714611053466797,101,iteration_limit,
k2_n10_i008_iga_r000,1,success,2,10,8,N10_K2_M12_I8,IGA,0,4708410,8.142261457619965,11.602355307991585,4.682167607248345,49.024648666381836,101,iteration_limit,
k2_n10_i008_iga_r001,1,success,2,10,8,N10_K2_M12_I8,IGA,1,7195532,8.216960188571289,12.175095065427705,4.258825311714874,44.84223937988281,101,iteration_limit,
k2_n10_i008_iga_r002,1,success,2,10,8,N10_K2_M12_I8,IGA,2,9193957,8.142261457619965,11.602355307991584,4.682167607248345,39.30655884742737,101,iteration_limit,
k2_n10_i008_iga_r003,1,success,2,10,8,N10_K2_M12_I8,IGA,3,6497591,8.208551418318846,11.174457467381544,5.24264536925615,60.905086278915405,101,iteration_limit,
k2_n10_i008_dabc_r000,1,success,2,10,8,N10_K2_M12_I8,DABC,0,7213488,8.142261457619965,11.602355307991584,4.682167607248345,134.09588646888733,101,iteration_limit,
k2_n10_i008_dabc_r001,1,success,2,10,8,N10_K2_M12_I8,DABC,1,4068738,8.142261457619965,11.602355307991585,4.682167607248345,132.53568601608276,101,iteration_limit,
k2_n10_i008_dabc_r002,1,success,2,10,8,N10_K2_M12_I8,DABC,2,1699035,8.203039262519201,11.796709721336562,4.609368803701841,139.18139553070068,101,iteration_limit,
k2_n10_i008_dabc_r003,1,success,2,10,8,N10_K2_M12_I8,DABC,3,4145844,8.142261457619965,11.602355307991584,4.682167607248345,117.83142066001892,101,iteration_limit,
k2_n10_i008_diwo_r000,1,success,2,10,8,N10_K2_M12_I8,DIWO,0,9562004,8.28278867443699,11.328593269829991,5.23698407904399,263.4433083534241,101,iteration_limit,
k2_n10_i008_diwo_r001,1,success,2,10,8,N10_K2_M12_I8,DIWO,1,2008813,8.142261457619963,11.602355307991582,4.682167607248345,246.1610803604126,101,iteration_limit,
k2_n10_i008_diwo_r002,1,success,2,10,8,N10_K2_M12_I8,DIWO,2,4007238,8.142261457619965,11.602355307991584,4.682167607248345,275.7679092884064,101,iteration_limit,
k2_n10_i008_diwo_r003,1,success,2,10,8,N10_K2_M12_I8,DIWO,3,1310872,8.142261457619965,11.602355307991584,4.682167607248345,255.3079333305359,101,iteration_limit,
k2_n10_i009_alns_r000,1,success,2,10,9,N10_K2_M12_I9,ALNS,0,6345575,8.120053264386955,11.10513145965762,5.134975069116289,9.656023740768433,101,iteration_limit,
k2_n10_i009_alns_r001,1,success,2,10,9,N10_K2_M12_I9,ALNS,1,8344000,8.216450028847447,11.370710477767178,5.062189579927718,10.96348237991333,101,iteration_limit,
k2_n10_i009_alns_r002,1,success,2,10,9,N10_K2_M12_I9,ALNS,2,790809,8.127462470873105,12.01395302805144,4.240971913694771,13.414245843887329,101,iteration_limit,
k2_n10_i009_alns_r003,1,success,2,10,9,N10_K2_M12_I9,ALNS,3,7646059,8.120053264386954,11.10513145965762,5.1349750691162885,14.033663511276245,101,iteration_limit,
k2_n10_i009_iga_r000,1,success,2,10,9,N10_K2_M12_I9,IGA,0,4708410,7.933892246092465,11.154431590034996,4.713352902149934,51.57030153274536,101,iteration_limit,
k2_n10_i009_iga_r001,1,success,2,10,9,N10_K2_M12_I9,IGA,1,7195532,7.933892246092465,11.154431590034996,4.713352902149934,48.497639417648315,101,iteration_limit,
