method,kappa,size,mode,robot_num_list,sample_width,training_seed,eval_seed,instance_index,instance_id,instance_filename,objective,distance,tardiness,replay_objective,objective_replay_error,model_objective,model_replay_residual,model_replay_tolerance,feasible,status,tour
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,1,I1,N10_K2_M12_I1.xlsx,7.704159736633301,11.853992462158203,3.554327249526977,7.704159736633301,0.0,7.704159736633301,0.0,1.9073486328125e-06,True,SUCCEEDED,"[4,0,4,3,1,5,1,2,6,7,3,7,5,2,8,6,0,4,0,3,6,2,2,8,8,3,7,9,2,8]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,2,I2,N10_K2_M12_I2.xlsx,10.114139556884766,12.821389198303224,7.406890392303467,10.114139556884766,0.0,10.114139556884766,0.0,3.814697265625e-06,True,SUCCEEDED,"[7,0,4,9,1,5,0,2,6,6,0,4,8,3,7,1,3,7,3,1,8,5,2,6,2,1,8,4,0,4]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,3,I3,N10_K2_M12_I3.xlsx,8.464838981628418,10.502182006835938,6.427495956420898,8.464838981628418,0.0,8.464838981628418,0.0,3.814697265625e-06,True,SUCCEEDED,"[6,0,4,9,1,5,4,2,6,7,3,7,5,0,4,8,3,7,1,1,5,2,2,6,0,3,7,3,1,5]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,4,I4,N10_K2_M12_I4.xlsx,9.349239349365234,12.282811164855955,6.415667533874512,9.349239349365234,0.0,9.349239349365234,0.0,3.814697265625e-06,True,SUCCEEDED,"[9,0,4,2,1,5,0,2,6,6,0,4,7,3,7,5,1,5,4,3,7,3,2,6,1,3,7,8,1,5]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,5,I5,N10_K2_M12_I5.xlsx,9.69514274597168,13.905563354492188,5.484721660614014,9.69514274597168,0.0,9.69514274597168,0.0,3.814697265625e-06,True,SUCCEEDED,"[9,0,4,7,1,5,5,1,6,4,2,7,2,3,8,0,2,7,1,1,5,6,2,6,3,3,8,8,3,7]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,6,I6,N10_K2_M12_I6.xlsx,11.04319953918457,13.527786254882812,8.558612823486328,11.04319953918457,0.0,11.04319953918457,0.0,3.814697265625e-06,True,SUCCEEDED,"[9,0,4,6,1,5,4,0,4,2,2,6,1,0,4,0,3,7,5,3,8,8,1,5,7,3,7,3,2,6]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,7,I7,N10_K2_M12_I7.xlsx,6.993431568145752,10.948433876037598,3.038429021835327,6.993431568145752,0.0,6.99343204498291,4.76837158203125e-07,1.9073486328125e-06,True,SUCCEEDED,"[5,0,4,6,1,5,9,2,6,1,0,7,4,3,8,7,1,9,3,0,8,2,2,5,0,3,6,8,2,5]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,8,I8,N10_K2_M12_I8.xlsx,8.43365478515625,12.668656349182127,4.198653221130371,8.43365478515625,0.0,8.43365478515625,0.0,3.814697265625e-06,True,SUCCEEDED,"[7,0,4,8,1,5,2,2,6,5,3,7,3,2,8,6,0,9,9,1,4,0,0,5,4,2,8,1,3,7]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,9,I9,N10_K2_M12_I9.xlsx,8.128748893737793,11.539909362792969,4.717587947845459,8.128748893737793,0.0,8.128748893737793,0.0,3.814697265625e-06,True,SUCCEEDED,"[7,0,4,2,1,5,1,2,6,8,3,7,9,2,8,5,3,7,3,2,8,6,1,5,4,1,6,0,2,5]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,10,I10,N10_K2_M12_I10.xlsx,7.609087944030762,9.492095947265623,5.726079940795898,7.609087944030762,0.0,7.609087944030762,0.0,1.9073486328125e-06,True,SUCCEEDED,"[7,0,4,0,1,5,8,0,6,1,0,4,4,2,7,3,2,5,5,1,6,9,1,7,2,0,4,6,2,5]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,11,I11,N10_K2_M12_I11.xlsx,7.598523139953613,10.565185546875,4.631860733032227,7.598523139953613,0.0,7.598523139953613,0.0,1.9073486328125e-06,True,SUCCEEDED,"[6,0,4,4,1,5,9,2,6,2,0,7,5,3,8,3,2,4,0,0,7,7,3,8,8,1,5,1,1,5]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,12,I12,N10_K2_M12_I12.xlsx,9.4970703125,10.903952598571776,8.090188026428223,9.4970703125,0.0,9.4970703125,0.0,3.814697265625e-06,True,SUCCEEDED,"[7,0,4,2,1,5,1,2,6,4,0,4,8,3,7,6,2,6,5,1,5,3,0,8,0,3,7,9,3,7]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,13,I13,N10_K2_M12_I13.xlsx,6.5975542068481445,10.195034980773926,3.000073194503784,6.5975542068481445,0.0,6.5975542068481445,0.0,1.9073486328125e-06,True,SUCCEEDED,"[4,0,4,2,1,5,1,2,6,7,1,5,0,3,7,5,2,6,8,3,8,6,1,5,9,3,7,3,2,6]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,14,I14,N10_K2_M12_I14.xlsx,8.3838529586792,11.541544914245604,5.226161479949951,8.3838529586792,0.0,8.3838529586792,0.0,3.814697265625e-06,True,SUCCEEDED,"[6,0,4,7,1,5,8,2,6,9,3,7,5,2,8,1,0,4,2,3,9,0,0,6,4,2,8,3,1,5]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,15,I15,N10_K2_M12_I15.xlsx,6.438791275024414,9.086122512817385,3.791459798812866,6.438791275024414,0.0,6.438791275024414,0.0,1.9073486328125e-06,True,SUCCEEDED,"[2,0,4,0,1,5,9,2,6,4,3,7,5,3,8,6,0,4,3,1,5,1,3,7,7,2,6,8,2,6]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,16,I16,N10_K2_M12_I16.xlsx,7.994119167327881,12.964032173156738,3.0242059230804443,7.994119167327881,0.0,7.994119167327881,0.0,1.9073486328125e-06,True,SUCCEEDED,"[9,0,4,8,1,5,0,2,6,7,1,7,4,0,4,2,3,8,5,2,6,3,1,5,6,3,8,1,2,6]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,17,I17,N10_K2_M12_I17.xlsx,8.808236122131348,12.867269515991213,4.749202728271484,8.808236122131348,0.0,8.808236122131348,0.0,3.814697265625e-06,True,SUCCEEDED,"[3,0,4,9,1,5,8,2,6,6,1,7,4,1,7,2,3,8,0,3,4,7,0,8,5,1,5,1,3,6]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,18,I18,N10_K2_M12_I18.xlsx,8.029987335205078,10.908205032348633,5.151770114898682,8.029987335205078,0.0,8.029987335205078,0.0,3.814697265625e-06,True,SUCCEEDED,"[3,0,4,1,1,5,4,2,6,2,0,7,6,3,8,7,1,5,8,0,4,9,2,6,0,3,8,5,1,5]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,19,I19,N10_K2_M12_I19.xlsx,10.189449310302734,12.761847496032717,7.617051124572754,10.189449310302734,0.0,10.189449310302734,0.0,3.814697265625e-06,True,SUCCEEDED,"[9,0,4,6,1,5,8,0,4,1,2,6,7,1,5,0,3,7,2,2,6,4,1,6,5,3,7,3,3,7]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,20,I20,N10_K2_M12_I20.xlsx,8.768150329589844,12.91935920715332,4.616940975189209,8.768150329589844,0.0,8.768150329589844,0.0,3.814697265625e-06,True,SUCCEEDED,"[6,0,4,8,1,5,7,0,6,1,2,7,5,1,7,3,3,8,0,2,5,4,1,6,2,3,8,9,3,7]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,21,I21,N10_K2_M12_I21.xlsx,6.936819553375244,10.955930709838867,2.9177086353302,6.936819553375244,0.0,6.936819553375244,0.0,1.9073486328125e-06,True,SUCCEEDED,"[3,0,4,1,1,5,5,2,6,8,3,7,7,1,4,9,0,8,4,3,5,6,0,8,0,2,6,2,2,6]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,22,I22,N10_K2_M12_I22.xlsx,6.073868274688721,8.724637031555176,3.4230995178222656,6.073868274688721,0.0,6.073868274688721,0.0,1.9073486328125e-06,True,SUCCEEDED,"[3,0,4,9,1,5,1,0,6,2,2,7,4,3,8,8,2,7,7,1,9,6,3,8,5,3,5,0,3,8]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,23,I23,N10_K2_M12_I23.xlsx,8.099184036254883,11.863232612609863,4.335134983062744,8.099184036254883,0.0,8.099184036254883,0.0,3.814697265625e-06,True,SUCCEEDED,"[4,0,4,2,1,5,5,2,6,0,3,7,1,2,8,9,2,6,3,1,5,6,3,7,8,2,8,7,1,5]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,24,I24,N10_K2_M12_I24.xlsx,8.058653831481934,11.802445411682127,4.31486177444458,8.058653831481934,0.0,8.058653831481934,0.0,3.814697265625e-06,True,SUCCEEDED,"[0,0,4,3,1,5,9,2,6,5,1,7,6,1,4,2,3,8,7,1,5,4,0,7,8,3,8,1,2,4]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,25,I25,N10_K2_M12_I25.xlsx,9.250917434692385,12.21339511871338,6.288440704345703,9.250917434692385,0.0,9.2509183883667,9.5367431640625e-07,3.814697265625e-06,True,SUCCEEDED,"[8,0,4,2,1,5,9,2,6,1,3,7,4,0,4,3,1,5,5,3,8,7,2,6,6,3,7,0,3,7]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,26,I26,N10_K2_M12_I26.xlsx,6.760463714599609,9.402508735656738,4.1184186935424805,6.760463714599609,0.0,6.760464191436768,4.76837158203125e-07,1.9073486328125e-06,True,SUCCEEDED,"[0,0,4,3,1,5,6,2,6,7,0,7,1,1,5,5,3,8,9,0,4,8,3,8,2,2,7,4,3,8]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,27,I27,N10_K2_M12_I27.xlsx,8.250495910644531,11.795351028442385,4.705641746520996,8.250495910644531,0.0,8.250495910644531,0.0,3.814697265625e-06,True,SUCCEEDED,"[8,0,4,4,1,5,1,2,6,3,3,7,2,0,8,6,3,7,7,2,6,5,1,5,0,3,7,9,2,6]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,28,I28,N10_K2_M12_I28.xlsx,8.24173641204834,11.51092529296875,4.972548007965088,8.24173641204834,0.0,8.24173641204834,0.0,3.814697265625e-06,True,SUCCEEDED,"[6,0,4,9,1,5,5,2,6,1,3,7,2,3,8,7,0,4,4,2,6,8,1,7,3,1,8,0,2,7]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,29,I29,N10_K2_M12_I29.xlsx,8.40626335144043,11.63765811920166,5.174867630004883,8.40626335144043,0.0,8.40626335144043,0.0,3.814697265625e-06,True,SUCCEEDED,"[1,0,4,0,1,5,5,2,6,2,3,7,4,1,5,3,1,5,7,2,6,8,3,7,6,3,7,9,1,5]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,30,I30,N10_K2_M12_I30.xlsx,8.082242965698242,11.14923858642578,5.015246391296387,8.082242965698242,0.0,8.082242965698242,0.0,3.814697265625e-06,True,SUCCEEDED,"[2,0,4,9,1,5,3,2,6,4,3,7,8,0,4,0,2,6,7,0,4,5,3,8,1,3,8,6,1,5]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,31,I31,N10_K2_M12_I31.xlsx,7.862675666809082,10.405746459960938,5.319604873657227,7.862675666809082,0.0,7.862675666809082,0.0,1.9073486328125e-06,True,SUCCEEDED,"[2,0,4,3,1,5,6,2,6,5,3,7,7,2,6,0,1,8,4,3,7,8,1,8,1,2,6,9,3,7]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,32,I32,N10_K2_M12_I32.xlsx,6.9858078956604,9.928339958190918,4.043275833129883,6.9858078956604,0.0,6.9858078956604,0.0,1.9073486328125e-06,True,SUCCEEDED,"[6,0,4,8,1,5,7,2,6,3,0,4,2,1,7,0,3,8,4,2,6,1,0,4,9,3,8,5,2,6]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,33,I33,N10_K2_M12_I33.xlsx,8.476736068725586,11.057425498962402,5.896047115325928,8.476736068725586,0.0,8.476736068725586,0.0,3.814697265625e-06,True,SUCCEEDED,"[3,0,4,2,0,5,1,1,6,6,0,4,9,2,7,5,1,6,4,2,7,7,0,4,0,1,6,8,3,8]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,34,I34,N10_K2_M12_I34.xlsx,6.5346221923828125,9.630492210388184,3.438751697540283,6.5346221923828125,0.0,6.5346221923828125,0.0,1.9073486328125e-06,True,SUCCEEDED,"[4,0,4,1,1,5,2,2,6,3,3,7,7,3,8,8,0,7,0,1,5,5,3,8,6,2,6,9,1,5]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,35,I35,N10_K2_M12_I35.xlsx,7.01737117767334,9.756056785583496,4.278686046600342,7.01737117767334,0.0,7.01737117767334,0.0,1.9073486328125e-06,True,SUCCEEDED,"[4,0,4,2,1,5,0,0,6,3,0,4,7,2,7,6,3,8,9,0,6,8,3,8,1,2,7,5,0,5]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,36,I36,N10_K2_M12_I36.xlsx,6.50479793548584,8.786845207214355,4.222750186920166,6.50479793548584,0.0,6.50479793548584,0.0,1.9073486328125e-06,True,SUCCEEDED,"[3,0,4,8,0,5,1,1,6,0,2,7,9,0,4,6,1,8,7,1,6,4,2,7,2,2,7,5,0,8]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,37,I37,N10_K2_M12_I37.xlsx,8.605348587036133,12.184419631958008,5.026276588439941,8.605348587036133,0.0,8.605348587036133,0.0,3.814697265625e-06,True,SUCCEEDED,"[2,0,4,5,1,5,7,2,6,4,3,7,6,1,5,9,3,8,8,2,7,1,2,7,0,3,8,3,3,6]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,38,I38,N10_K2_M12_I38.xlsx,6.535861968994141,10.08560562133789,2.9861185550689697,6.535861968994141,0.0,6.535861968994141,0.0,1.9073486328125e-06,True,SUCCEEDED,"[6,0,4,3,1,5,2,2,6,4,3,7,8,2,5,0,0,8,9,2,5,5,3,7,7,3,7,1,0,8]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,39,I39,N10_K2_M12_I39.xlsx,6.265769958496094,9.128525733947754,3.4030144214630127,6.265769958496094,0.0,6.265769481658936,4.76837158203125e-07,1.9073486328125e-06,True,SUCCEEDED,"[9,0,4,3,1,5,7,2,6,1,0,4,0,3,7,6,1,5,5,3,8,2,2,6,4,2,6,8,3,8]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,40,I40,N10_K2_M12_I40.xlsx,5.727897644042969,7.910786628723144,3.545008659362793,5.727897644042969,0.0,5.727897644042969,0.0,1.9073486328125e-06,True,SUCCEEDED,"[9,0,4,5,0,5,2,1,6,4,0,4,8,2,7,0,3,8,3,1,6,7,2,7,1,1,6,6,1,8]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,41,I41,N10_K2_M12_I41.xlsx,6.909609794616699,8.671465873718262,5.147753715515137,6.909609794616699,0.0,6.909609317779541,4.76837158203125e-07,1.9073486328125e-06,True,SUCCEEDED,"[4,0,4,6,0,5,0,1,6,1,0,4,5,0,5,7,2,7,3,3,8,2,1,9,9,2,6,8,2,9]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,42,I42,N10_K2_M12_I42.xlsx,6.9422478675842285,10.928177833557127,2.9563181400299072,6.9422478675842285,0.0,6.942248344421387,4.76837158203125e-07,1.9073486328125e-06,True,SUCCEEDED,"[2,0,4,4,1,5,8,2,6,5,3,7,7,1,5,3,2,8,9,3,7,6,2,8,0,1,5,1,2,6]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,43,I43,N10_K2_M12_I43.xlsx,7.580510139465332,10.292818069458008,4.868202209472656,7.580510139465332,0.0,7.580510139465332,0.0,1.9073486328125e-06,True,SUCCEEDED,"[8,0,4,7,1,5,9,0,4,0,2,6,1,1,7,6,3,8,4,1,7,2,3,8,5,2,6,3,3,8]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,44,I44,N10_K2_M12_I44.xlsx,7.915316581726074,11.003748893737791,4.826884269714356,7.915316581726074,0.0,7.915316581726074,0.0,1.9073486328125e-06,True,SUCCEEDED,"[8,0,4,0,1,5,3,2,6,6,3,7,5,2,6,2,1,5,9,2,6,4,3,7,1,0,4,7,3,5]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,45,I45,N10_K2_M12_I45.xlsx,7.902688026428223,11.536386489868164,4.268989562988281,7.902688026428223,0.0,7.902688026428223,0.0,1.9073486328125e-06,True,SUCCEEDED,"[5,0,4,7,1,5,6,2,6,1,3,7,3,1,4,8,2,6,4,3,7,0,2,5,9,1,4,2,3,6]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,46,I46,N10_K2_M12_I46.xlsx,8.353164672851562,12.356069564819336,4.350259780883789,8.353164672851562,0.0,8.353164672851562,0.0,3.814697265625e-06,True,SUCCEEDED,"[3,0,4,1,1,5,5,2,6,0,3,7,8,0,4,4,1,5,9,3,7,2,0,4,6,2,6,7,2,6]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,47,I47,N10_K2_M12_I47.xlsx,7.93282413482666,11.986150741577148,3.87949800491333,7.93282413482666,0.0,7.93282413482666,0.0,1.9073486328125e-06,True,SUCCEEDED,"[5,0,4,4,1,5,0,2,6,9,3,7,3,0,8,8,1,9,1,0,8,6,1,5,7,1,9,2,3,6]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,48,I48,N10_K2_M12_I48.xlsx,10.24957275390625,12.68569278717041,7.813453674316406,10.24957275390625,0.0,10.24957275390625,0.0,3.814697265625e-06,True,SUCCEEDED,"[2,0,4,4,1,5,8,2,6,5,3,7,7,1,5,3,3,8,6,2,6,0,2,6,9,1,7,1,3,8]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,49,I49,N10_K2_M12_I49.xlsx,7.48638391494751,10.256644248962402,4.716123580932617,7.48638391494751,0.0,7.48638391494751,0.0,1.9073486328125e-06,True,SUCCEEDED,"[3,0,4,9,1,5,5,0,6,8,1,5,0,2,7,2,3,8,4,1,5,7,3,8,6,0,6,1,0,6]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,50,I50,N10_K2_M12_I50.xlsx,8.649065971374512,11.660888671875,5.637243747711182,8.649065971374512,0.0,8.649065971374512,0.0,3.814697265625e-06,True,SUCCEEDED,"[3,0,4,1,1,5,7,1,6,6,2,7,9,1,6,0,3,8,8,2,7,4,3,8,2,0,5,5,0,5]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,51,I51,N10_K2_M12_I51.xlsx,10.096475601196287,12.513795852661133,7.679156303405762,10.096475601196287,0.0,10.096475601196287,0.0,3.814697265625e-06,True,SUCCEEDED,"[8,0,4,7,1,5,9,2,6,4,0,4,0,0,4,1,3,7,3,2,6,6,3,8,5,3,7,2,2,8]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,52,I52,N10_K2_M12_I52.xlsx,8.94989013671875,11.770659446716309,6.129120826721191,8.94989013671875,0.0,8.94989013671875,0.0,3.814697265625e-06,True,SUCCEEDED,"[4,0,4,2,0,5,3,1,6,7,2,7,1,3,8,5,0,4,8,3,9,6,1,6,9,3,9,0,2,7]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,53,I53,N10_K2_M12_I53.xlsx,8.634753227233887,11.52961540222168,5.739891052246094,8.634753227233887,0.0,8.634753227233887,0.0,3.814697265625e-06,True,SUCCEEDED,"[8,0,4,2,0,4,4,1,5,1,2,6,7,2,6,3,3,7,5,1,5,0,0,4,9,3,7,6,2,6]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,54,I54,N10_K2_M12_I54.xlsx,8.452460289001465,11.435537338256836,5.469383239746094,8.452460289001465,0.0,8.452459335327148,9.5367431640625e-07,3.814697265625e-06,True,SUCCEEDED,"[6,0,4,3,1,5,2,2,6,8,0,7,4,0,4,7,3,8,1,2,6,5,1,5,0,3,8,9,3,8]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,55,I55,N10_K2_M12_I55.xlsx,6.683229446411133,10.32916259765625,3.037296295166016,6.683229446411133,0.0,6.683229446411133,0.0,1.9073486328125e-06,True,SUCCEEDED,"[1,0,4,5,1,5,7,2,6,8,3,7,4,0,8,6,1,9,3,0,8,2,1,9,0,2,6,9,1,9]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,56,I56,N10_K2_M12_I56.xlsx,7.348931789398193,10.48219871520996,4.215664863586426,7.348931789398193,0.0,7.348931789398193,0.0,1.9073486328125e-06,True,SUCCEEDED,"[7,0,4,2,1,5,9,0,4,5,1,6,4,2,7,8,0,4,6,3,8,3,2,7,1,3,8,0,1,6]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,57,I57,N10_K2_M12_I57.xlsx,7.749669075012207,10.903307914733888,4.596030235290527,7.749669075012207,0.0,7.749669075012207,0.0,1.9073486328125e-06,True,SUCCEEDED,"[9,0,4,8,0,5,7,1,6,4,2,7,5,0,4,0,3,8,1,1,6,2,2,7,3,3,8,6,1,6]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,58,I58,N10_K2_M12_I58.xlsx,6.830495357513428,10.913622856140137,2.74736762046814,6.830495357513428,0.0,6.830495357513428,0.0,1.9073486328125e-06,True,SUCCEEDED,"[2,0,4,1,1,5,3,2,6,7,3,7,9,1,8,6,3,7,0,1,5,4,0,4,8,1,8,5,3,7]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,59,I59,N10_K2_M12_I59.xlsx,7.788564682006836,10.446486473083496,5.130642890930176,7.788564682006836,0.0,7.788564682006836,0.0,1.9073486328125e-06,True,SUCCEEDED,"[8,0,4,3,1,5,4,2,6,7,1,7,9,0,8,5,2,5,2,0,4,6,1,7,0,2,5,1,0,6]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,60,I60,N10_K2_M12_I60.xlsx,8.52052116394043,12.096351623535156,4.944691181182861,8.52052116394043,0.0,8.52052116394043,0.0,3.814697265625e-06,True,SUCCEEDED,"[2,0,4,1,1,5,0,1,6,8,2,7,9,3,8,7,2,8,6,3,7,4,2,8,3,1,6,5,1,7]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,61,I61,N10_K2_M12_I61.xlsx,9.370567321777344,13.532964706420898,5.208169937133789,9.370567321777344,0.0,9.370567321777344,0.0,3.814697265625e-06,True,SUCCEEDED,"[7,0,4,3,1,5,1,2,6,0,3,7,4,1,5,8,2,7,6,0,4,2,3,8,9,2,7,5,3,6]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,62,I62,N10_K2_M12_I62.xlsx,6.934069633483887,10.746771812438965,3.1213669776916504,6.934069633483887,0.0,6.934069633483887,0.0,1.9073486328125e-06,True,SUCCEEDED,"[1,0,4,3,1,5,2,2,6,4,2,7,7,0,4,5,1,5,0,3,8,8,1,5,6,3,8,9,0,4]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,63,I63,N10_K2_M12_I63.xlsx,5.875850677490234,9.343771934509276,2.4079298973083496,5.875850677490234,0.0,5.875850677490234,0.0,1.9073486328125e-06,True,SUCCEEDED,"[6,0,4,2,0,5,9,1,6,0,2,7,8,2,7,3,3,8,1,1,4,7,2,6,4,1,4,5,1,4]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,64,I64,N10_K2_M12_I64.xlsx,9.049461364746094,12.246761322021484,5.852161407470703,9.049461364746094,0.0,9.049461364746094,0.0,3.814697265625e-06,True,SUCCEEDED,"[6,0,4,9,1,5,5,0,4,7,1,6,1,2,7,3,3,8,2,2,7,0,0,4,4,3,8,8,3,8]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,65,I65,N10_K2_M12_I65.xlsx,8.43528938293457,11.221381187438965,5.649198532104492,8.43528938293457,0.0,8.43528938293457,0.0,3.814697265625e-06,True,SUCCEEDED,"[5,0,4,3,1,5,0,2,6,6,0,4,1,3,7,2,1,7,4,3,8,7,1,5,9,2,4,8,3,8]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,66,I66,N10_K2_M12_I66.xlsx,8.813932418823242,12.716443061828612,4.911421775817871,8.813932418823242,0.0,8.813932418823242,0.0,3.814697265625e-06,True,SUCCEEDED,"[3,0,4,1,1,5,2,2,6,5,3,7,9,0,8,7,1,9,8,3,7,0,2,6,4,1,9,6,1,5]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,67,I67,N10_K2_M12_I67.xlsx,7.579014778137207,11.34971809387207,3.8083112239837646,7.579014778137207,0.0,7.579015254974365,4.76837158203125e-07,1.9073486328125e-06,True,SUCCEEDED,"[1,0,4,3,1,5,9,2,6,6,0,7,4,3,8,5,1,9,7,3,8,2,2,6,0,2,9,8,2,6]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,68,I68,N10_K2_M12_I68.xlsx,7.995273113250732,12.139232635498049,3.851313591003418,7.995273113250732,0.0,7.995273113250732,0.0,1.9073486328125e-06,True,SUCCEEDED,"[3,0,4,0,1,5,4,2,6,8,1,5,7,3,7,6,0,8,2,2,6,5,3,4,1,0,8,9,2,7]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,69,I69,N10_K2_M12_I69.xlsx,9.375564575195312,12.350723266601562,6.400404930114746,9.375564575195312,0.0,9.375564575195312,0.0,3.814697265625e-06,True,SUCCEEDED,"[3,0,4,1,1,5,5,2,6,4,2,7,9,0,4,8,3,8,2,0,5,6,1,9,7,3,8,0,3,8]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,70,I70,N10_K2_M12_I70.xlsx,9.003912925720215,12.9866943359375,5.021131992340088,9.003912925720215,0.0,9.003912925720215,0.0,3.814697265625e-06,True,SUCCEEDED,"[7,0,4,6,1,5,2,0,6,5,0,6,1,2,7,3,0,4,8,1,5,9,3,8,4,3,8,0,2,7]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,71,I71,N10_K2_M12_I71.xlsx,7.458572387695312,9.966131210327148,4.951014041900635,7.458572387695312,0.0,7.458572387695312,0.0,1.9073486328125e-06,True,SUCCEEDED,"[8,0,4,4,1,5,2,2,6,6,3,7,3,1,5,0,3,7,7,2,6,5,1,5,1,3,7,9,2,6]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,72,I72,N10_K2_M12_I72.xlsx,7.551692962646484,10.65517520904541,4.448210716247559,7.551692962646484,0.0,7.551692962646484,0.0,1.9073486328125e-06,True,SUCCEEDED,"[2,0,4,3,1,5,6,2,6,4,3,7,0,0,4,5,0,4,7,3,7,1,2,6,9,1,5,8,1,5]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,73,I73,N10_K2_M12_I73.xlsx,7.352000713348389,10.82412338256836,3.879878282546997,7.352000713348389,0.0,7.352000713348389,0.0,1.9073486328125e-06,True,SUCCEEDED,"[0,0,4,5,1,5,2,2,6,6,0,7,1,2,6,8,3,8,9,3,5,3,1,7,7,0,8,4,0,8]"
Co-HeT,2,10,greedy,"[4,8]",0,1234,20260827,74,I74,N10_K2_M12_I74.xlsx,6.044904708862305,8.690994262695312,3.398815393447876,6.044904708862305,0.0,6.044904708862305,0.0,1.9073486328125e-06,True,SUCCEEDED,"[2,0,4,6,1,5,9,0,6,4,0,4,0,2,7,8,0,6,1,3,8,3,3,8,7,2,7,5,2,7]"
