method,kappa,size,mode,robot_num_list,sample_width,training_seed,eval_seed,instance_index,instance_id,instance_filename,objective,distance,tardiness,replay_objective,objective_replay_error,model_objective,model_replay_residual,model_replay_tolerance,feasible,status,tour
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,16,I16,N10_K3_M18_I16.xlsx,10.941532135009766,16.807723999023438,5.075340270996094,10.941532135009766,0.0,10.941532135009766,0.0,3.814697265625e-06,True,SUCCEEDED,"[1,0,4,10,9,1,5,11,0,2,6,12,7,3,7,13,3,3,7,13,8,0,4,10,5,1,5,11,2,2,6,12,4,1,5,11,6,0,4,10]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,17,I17,N10_K3_M18_I17.xlsx,12.252975463867188,18.308582305908203,6.197368621826172,12.252975463867188,0.0,12.252976417541504,9.5367431640625e-07,3.814697265625e-06,True,SUCCEEDED,"[8,0,4,10,0,1,5,11,7,2,6,12,2,3,7,13,6,3,7,13,3,0,4,10,1,2,6,12,5,3,7,13,4,0,4,10,9,1,5,11]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,18,I18,N10_K3_M18_I18.xlsx,9.963930130004885,14.652125358581545,5.275735378265381,9.963930130004885,0.0,9.963930130004885,0.0,3.814697265625e-06,True,SUCCEEDED,"[4,0,4,10,8,1,5,11,6,2,6,12,7,3,7,13,1,3,7,13,3,1,5,11,0,2,6,12,9,2,6,12,2,0,4,10,5,0,4,10]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,19,I19,N10_K3_M18_I19.xlsx,12.8868408203125,19.26430892944336,6.509372234344482,12.8868408203125,0.0,12.886839866638184,9.5367431640625e-07,3.814697265625e-06,True,SUCCEEDED,"[4,0,4,10,3,1,5,11,0,2,6,12,5,3,7,13,7,0,4,10,9,2,6,12,8,1,5,11,6,3,7,13,1,0,4,10,2,2,6,12]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,20,I20,N10_K3_M18_I20.xlsx,10.155238151550291,15.59050750732422,4.719968318939209,10.155238151550291,0.0,10.155238151550291,0.0,3.814697265625e-06,True,SUCCEEDED,"[8,0,4,10,2,1,5,11,0,2,6,12,7,3,7,13,3,0,4,10,5,1,5,11,6,2,6,12,4,3,7,13,9,1,5,11,1,0,4,10]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,21,I21,N10_K3_M18_I21.xlsx,9.521814346313477,12.72959327697754,6.314034938812256,9.521814346313477,0.0,9.52181339263916,9.5367431640625e-07,3.814697265625e-06,True,SUCCEEDED,"[2,0,4,10,6,1,5,11,4,2,6,12,9,3,7,13,1,0,4,10,5,2,6,12,8,2,6,12,7,1,5,11,0,3,7,13,3,1,5,11]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,22,I22,N10_K3_M18_I22.xlsx,10.338723182678224,15.230453491210938,5.446992874145508,10.338723182678224,0.0,10.338722229003906,9.5367431640625e-07,3.814697265625e-06,True,SUCCEEDED,"[1,0,4,10,9,1,5,11,0,2,6,12,6,3,7,13,3,1,5,11,5,2,6,12,4,3,7,13,7,0,4,10,2,0,4,10,8,2,6,12]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,23,I23,N10_K3_M18_I23.xlsx,12.154468536376951,18.52103805541992,5.787899971008301,12.154468536376951,0.0,12.154468536376951,0.0,3.814697265625e-06,True,SUCCEEDED,"[3,0,4,10,5,1,5,11,9,2,6,12,0,3,7,13,6,1,5,11,8,3,7,13,1,2,6,12,7,0,4,10,2,0,4,10,4,2,6,12]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,24,I24,N10_K3_M18_I24.xlsx,10.03245449066162,15.582117080688477,4.482792377471924,10.03245449066162,0.0,10.032455444335938,9.5367431640625e-07,3.814697265625e-06,True,SUCCEEDED,"[3,0,4,10,2,1,5,11,8,2,6,12,0,3,7,13,6,2,6,12,1,1,5,11,4,3,7,13,9,0,4,10,5,0,4,10,7,3,7,13]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,25,I25,N10_K3_M18_I25.xlsx,10.49409294128418,14.605891227722168,6.382294654846191,10.49409294128418,0.0,10.49409294128418,0.0,3.814697265625e-06,True,SUCCEEDED,"[6,0,4,10,0,1,5,11,1,2,6,12,9,3,7,13,4,2,6,12,3,3,7,13,5,0,4,10,7,1,5,11,2,0,4,10,8,1,5,11]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,26,I26,N10_K3_M18_I26.xlsx,9.09711742401123,13.032941818237305,5.1612935066223145,9.09711742401123,0.0,9.09711742401123,0.0,3.814697265625e-06,True,SUCCEEDED,"[2,0,4,10,1,1,5,11,5,2,6,12,4,3,7,13,8,0,4,10,0,2,6,12,3,3,7,13,9,1,5,11,7,3,7,13,6,2,6,12]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,27,I27,N10_K3_M18_I27.xlsx,10.193988800048828,14.87019157409668,5.51778507232666,10.193988800048828,0.0,10.193988800048828,0.0,3.814697265625e-06,True,SUCCEEDED,"[7,0,4,10,8,1,5,11,9,2,6,12,5,3,7,13,1,2,6,12,2,1,5,11,3,3,7,13,0,0,4,10,4,1,5,11,6,2,6,12]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,28,I28,N10_K3_M18_I28.xlsx,10.956263542175291,15.842147827148438,6.070379734039307,10.956263542175291,0.0,10.95626449584961,9.5367431640625e-07,3.814697265625e-06,True,SUCCEEDED,"[3,0,4,10,6,1,5,11,0,2,6,12,8,3,7,13,2,0,4,10,5,1,5,11,4,3,7,13,7,2,6,12,1,1,5,11,9,1,5,11]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,29,I29,N10_K3_M18_I29.xlsx,9.972412109375,15.751538276672363,4.193285942077637,9.972412109375,0.0,9.972412109375,0.0,3.814697265625e-06,True,SUCCEEDED,"[2,0,4,10,1,1,5,11,0,2,6,12,5,3,7,13,7,1,5,11,3,3,7,13,4,0,4,10,8,2,6,12,6,0,4,10,9,2,6,12]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,30,I30,N10_K3_M18_I30.xlsx,10.903160095214844,15.140158653259276,6.66616153717041,10.903160095214844,0.0,10.903160095214844,0.0,3.814697265625e-06,True,SUCCEEDED,"[3,0,4,10,0,1,5,11,6,2,6,12,8,3,7,13,5,0,4,10,4,2,6,12,9,3,7,13,1,1,5,11,7,3,7,13,2,0,4,10]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,31,I31,N10_K3_M18_I31.xlsx,13.801429748535156,18.048355102539062,9.55450439453125,13.801429748535156,0.0,13.801429748535156,0.0,3.814697265625e-06,True,SUCCEEDED,"[7,0,4,10,9,1,5,11,4,2,6,12,6,3,7,13,3,1,5,11,8,0,4,10,1,3,7,13,0,2,6,12,2,1,5,11,5,0,4,10]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,32,I32,N10_K3_M18_I32.xlsx,11.41382884979248,16.68365478515625,6.144003391265869,11.41382884979248,0.0,11.41382884979248,0.0,3.814697265625e-06,True,SUCCEEDED,"[5,0,4,10,4,1,5,11,8,2,6,12,3,3,7,13,9,0,4,10,7,1,5,11,2,2,6,12,6,3,7,13,1,1,5,11,0,0,4,10]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,33,I33,N10_K3_M18_I33.xlsx,11.375214576721191,18.026870727539062,4.723557949066162,11.375214576721191,0.0,11.375214576721191,0.0,3.814697265625e-06,True,SUCCEEDED,"[6,0,4,10,4,1,5,11,9,2,6,12,3,3,7,13,2,3,7,13,0,0,4,10,8,2,6,12,1,1,5,11,5,0,4,10,7,1,5,11]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,34,I34,N10_K3_M18_I34.xlsx,8.33912467956543,14.711275100708008,1.9669734239578247,8.33912467956543,0.0,8.33912467956543,0.0,3.814697265625e-06,True,SUCCEEDED,"[6,0,4,10,4,1,5,11,7,2,6,12,1,3,7,13,3,2,6,12,9,0,4,10,0,3,7,13,5,1,5,11,2,1,5,11,8,0,4,10]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,35,I35,N10_K3_M18_I35.xlsx,11.54216766357422,15.531279563903809,7.553054809570312,11.54216766357422,0.0,11.542166709899902,9.5367431640625e-07,3.814697265625e-06,True,SUCCEEDED,"[7,0,4,10,0,1,5,11,5,2,6,12,6,3,7,13,3,3,7,13,8,2,6,12,4,1,5,11,9,0,4,10,2,0,4,10,1,2,6,12]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,36,I36,N10_K3_M18_I36.xlsx,8.816028594970703,13.04974365234375,4.582314014434815,8.816028594970703,0.0,8.816028594970703,0.0,3.814697265625e-06,True,SUCCEEDED,"[0,0,4,10,6,1,5,11,2,2,6,12,7,3,7,13,8,2,6,12,4,3,7,13,5,1,5,11,1,0,4,10,3,3,7,13,9,2,6,12]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,37,I37,N10_K3_M18_I37.xlsx,11.88794231414795,17.925556182861328,5.85032844543457,11.88794231414795,0.0,11.88794231414795,0.0,3.814697265625e-06,True,SUCCEEDED,"[1,0,4,10,9,1,5,11,2,2,6,12,7,3,7,13,3,2,6,12,0,1,5,11,5,0,4,10,4,3,7,13,6,1,5,11,8,0,4,10]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,38,I38,N10_K3_M18_I38.xlsx,9.849865913391112,16.546388626098633,3.153343677520752,9.849865913391112,0.0,9.849865913391112,0.0,3.814697265625e-06,True,SUCCEEDED,"[7,0,4,10,8,1,5,11,0,2,6,12,3,3,7,13,2,0,4,10,5,2,6,12,1,3,7,13,9,1,5,11,6,0,4,10,4,1,5,11]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,39,I39,N10_K3_M18_I39.xlsx,9.541139602661133,15.753768920898438,3.3285107612609863,9.541139602661133,0.0,9.54114055633545,9.5367431640625e-07,3.814697265625e-06,True,SUCCEEDED,"[7,0,4,10,2,1,5,11,6,2,6,12,9,3,7,13,3,3,7,13,4,0,4,10,8,2,6,12,1,1,5,11,0,0,4,10,5,3,7,13]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,40,I40,N10_K3_M18_I40.xlsx,11.63479232788086,16.416372299194336,6.853212356567383,11.63479232788086,0.0,11.63479232788086,0.0,3.814697265625e-06,True,SUCCEEDED,"[1,0,4,10,2,1,5,11,5,2,6,12,6,3,7,13,9,2,6,12,4,3,7,13,0,1,5,11,3,0,4,10,7,0,4,10,8,2,6,12]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,41,I41,N10_K3_M18_I41.xlsx,11.647883415222168,17.379737854003906,5.916028499603272,11.647883415222168,0.0,11.647883415222168,0.0,3.814697265625e-06,True,SUCCEEDED,"[2,0,4,10,4,1,5,11,6,2,6,12,8,3,7,13,7,3,7,13,3,0,4,10,9,1,5,11,5,2,6,12,1,1,5,11,0,3,7,13]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,42,I42,N10_K3_M18_I42.xlsx,9.564056396484377,14.8484468460083,4.279664993286133,9.564056396484377,0.0,9.56405544281006,9.5367431640625e-07,3.814697265625e-06,True,SUCCEEDED,"[9,0,4,10,0,1,5,11,3,2,6,12,6,3,7,13,8,3,7,13,7,1,5,11,4,0,4,10,5,2,6,12,1,3,7,13,2,1,5,11]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,43,I43,N10_K3_M18_I43.xlsx,12.130261421203612,16.117860794067383,8.142662048339844,12.130261421203612,0.0,12.130261421203612,0.0,3.814697265625e-06,True,SUCCEEDED,"[0,0,4,10,8,1,5,11,1,2,6,12,6,3,7,13,9,2,6,12,5,3,7,13,2,0,4,10,4,2,6,12,3,1,5,11,7,3,7,13]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,44,I44,N10_K3_M18_I44.xlsx,7.889617443084717,13.404207229614258,2.375027656555176,7.889617443084717,0.0,7.889617443084717,0.0,1.9073486328125e-06,True,SUCCEEDED,"[3,0,4,10,4,1,5,11,7,2,6,12,5,3,7,13,6,3,7,13,9,0,4,10,2,1,5,11,8,2,6,12,1,3,7,13,0,0,4,10]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,45,I45,N10_K3_M18_I45.xlsx,13.55337905883789,18.873188018798828,8.23357105255127,13.55337905883789,0.0,13.55337905883789,0.0,3.814697265625e-06,True,SUCCEEDED,"[7,0,4,10,1,1,5,11,8,2,6,12,2,3,7,13,9,0,4,10,0,2,6,12,4,1,5,11,3,0,4,10,5,0,4,10,6,2,6,12]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,46,I46,N10_K3_M18_I46.xlsx,10.467321395874023,16.320125579833984,4.614516735076904,10.467321395874023,0.0,10.467321395874023,0.0,3.814697265625e-06,True,SUCCEEDED,"[6,0,4,10,7,1,5,11,5,2,6,12,9,3,7,13,8,2,6,12,1,1,5,11,4,3,7,13,3,2,6,12,2,0,4,10,0,0,4,10]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,47,I47,N10_K3_M18_I47.xlsx,10.979398727416992,15.255349159240724,6.703447818756104,10.979398727416992,0.0,10.979398727416992,0.0,3.814697265625e-06,True,SUCCEEDED,"[4,0,4,10,2,1,5,11,5,2,6,12,8,3,7,13,0,3,7,13,1,2,6,12,7,1,5,11,3,0,4,10,9,0,4,10,6,3,7,13]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,48,I48,N10_K3_M18_I48.xlsx,11.567693710327148,15.022439002990724,8.11294937133789,11.567693710327148,0.0,11.567693710327148,0.0,3.814697265625e-06,True,SUCCEEDED,"[1,0,4,10,0,1,5,11,8,2,6,12,4,3,7,13,5,3,7,13,3,1,5,11,6,0,4,10,7,2,6,12,9,3,7,13,2,0,4,10]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,49,I49,N10_K3_M18_I49.xlsx,12.087718963623049,17.206317901611328,6.969120025634766,12.087718963623049,0.0,12.087719917297363,9.5367431640625e-07,3.814697265625e-06,True,SUCCEEDED,"[2,0,4,10,0,1,5,11,1,2,6,12,4,3,7,13,5,3,7,13,9,1,5,11,8,0,4,10,3,2,6,12,7,1,5,11,6,0,4,10]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,50,I50,N10_K3_M18_I50.xlsx,8.802751541137695,12.197290420532228,5.4082136154174805,8.802751541137695,0.0,8.802751541137695,0.0,3.814697265625e-06,True,SUCCEEDED,"[7,0,4,10,1,1,5,11,2,2,6,12,4,3,7,13,0,3,7,13,8,2,6,12,3,1,5,11,9,0,4,10,5,3,7,13,6,2,6,12]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,51,I51,N10_K3_M18_I51.xlsx,12.530092239379885,18.54440116882324,6.515783309936523,12.530092239379885,0.0,12.530092239379885,0.0,3.814697265625e-06,True,SUCCEEDED,"[7,0,4,10,1,1,5,11,4,2,6,12,0,3,7,13,6,1,5,11,5,0,4,10,3,2,6,12,9,3,7,13,2,1,5,11,8,1,5,11]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,52,I52,N10_K3_M18_I52.xlsx,12.7378568649292,17.943384170532227,7.53233003616333,12.7378568649292,0.0,12.7378568649292,0.0,3.814697265625e-06,True,SUCCEEDED,"[7,0,4,10,0,1,5,11,4,2,6,12,5,3,7,13,2,3,7,13,8,0,4,10,1,2,6,12,3,1,5,11,9,3,7,13,6,0,4,10]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,53,I53,N10_K3_M18_I53.xlsx,10.835813522338867,15.311923027038574,6.35970401763916,10.835813522338867,0.0,10.835813522338867,0.0,3.814697265625e-06,True,SUCCEEDED,"[0,0,4,10,3,1,5,11,9,2,6,12,6,3,7,13,4,0,4,10,5,3,7,13,2,2,6,12,1,1,5,11,8,2,6,12,7,0,4,10]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,54,I54,N10_K3_M18_I54.xlsx,9.177953720092772,11.736589431762695,6.619318962097168,9.177953720092772,0.0,9.177953720092772,0.0,3.814697265625e-06,True,SUCCEEDED,"[3,0,4,10,8,1,5,11,5,2,6,12,7,3,7,13,2,1,5,11,1,2,6,12,6,0,4,10,0,3,7,13,9,0,4,10,4,1,5,11]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,55,I55,N10_K3_M18_I55.xlsx,9.641846656799316,14.276416778564451,5.00727653503418,9.641846656799316,0.0,9.641845703125,9.5367431640625e-07,3.814697265625e-06,True,SUCCEEDED,"[3,0,4,10,0,1,5,11,9,2,6,12,5,3,7,13,8,2,6,12,2,1,5,11,1,0,4,10,6,3,7,13,7,3,7,13,4,3,7,13]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,56,I56,N10_K3_M18_I56.xlsx,8.067344665527344,12.348533630371094,3.786155939102173,8.067344665527344,0.0,8.067344665527344,0.0,3.814697265625e-06,True,SUCCEEDED,"[3,0,4,10,8,1,5,11,2,2,6,12,9,3,7,13,6,2,6,12,7,1,5,11,5,0,4,10,1,3,7,13,0,3,7,13,4,2,6,12]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,57,I57,N10_K3_M18_I57.xlsx,10.427642822265623,15.75266933441162,5.102616310119629,10.427642822265623,0.0,10.427642822265623,0.0,3.814697265625e-06,True,SUCCEEDED,"[8,0,4,10,2,1,5,11,9,2,6,12,7,3,7,13,6,1,5,11,4,0,4,10,1,3,7,13,5,2,6,12,0,0,4,10,3,2,6,12]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,58,I58,N10_K3_M18_I58.xlsx,11.940118789672852,17.863866806030273,6.016369819641113,11.940118789672852,0.0,11.940118789672852,0.0,3.814697265625e-06,True,SUCCEEDED,"[7,0,4,10,1,1,5,11,5,2,6,12,4,3,7,13,2,3,7,13,6,0,4,10,9,1,5,11,0,2,6,12,8,1,5,11,3,2,6,12]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,59,I59,N10_K3_M18_I59.xlsx,8.756080627441406,12.146642684936523,5.365518093109131,8.756080627441406,0.0,8.756080627441406,0.0,3.814697265625e-06,True,SUCCEEDED,"[2,0,4,10,6,1,5,11,9,2,6,12,0,3,7,13,4,2,6,12,1,3,7,13,3,1,5,11,5,0,4,10,7,1,5,11,8,0,4,10]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,60,I60,N10_K3_M18_I60.xlsx,8.964130401611328,12.074554443359377,5.853707313537598,8.964130401611328,0.0,8.964130401611328,0.0,3.814697265625e-06,True,SUCCEEDED,"[7,0,4,10,5,1,5,11,9,2,6,12,1,3,7,13,4,3,7,13,2,2,6,12,0,1,5,11,3,0,4,10,8,0,4,10,6,2,6,12]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,61,I61,N10_K3_M18_I61.xlsx,12.375452995300291,14.964550018310549,9.78635597229004,12.375452995300291,0.0,12.375452995300291,0.0,3.814697265625e-06,True,SUCCEEDED,"[3,0,4,10,6,1,5,11,4,2,6,12,1,3,7,13,0,3,7,13,7,1,5,11,9,2,6,12,5,0,4,10,2,3,7,13,8,1,5,11]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,62,I62,N10_K3_M18_I62.xlsx,12.384486198425291,17.390499114990234,7.378473281860352,12.384486198425291,0.0,12.384485244750977,9.5367431640625e-07,3.814697265625e-06,True,SUCCEEDED,"[5,0,4,10,9,1,5,11,7,2,6,12,0,3,7,13,6,0,4,10,3,2,6,12,8,3,7,13,2,3,7,13,1,2,6,12,4,0,4,10]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,63,I63,N10_K3_M18_I63.xlsx,10.98438835144043,15.840087890625,6.128688812255859,10.98438835144043,0.0,10.98438835144043,0.0,3.814697265625e-06,True,SUCCEEDED,"[4,0,4,10,6,1,5,11,9,2,6,12,1,3,7,13,7,2,6,12,0,0,4,10,2,3,7,13,3,1,5,11,5,2,6,12,8,0,4,10]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,64,I64,N10_K3_M18_I64.xlsx,10.568025588989258,16.091463088989258,5.044589042663574,10.568025588989258,0.0,10.568025588989258,0.0,3.814697265625e-06,True,SUCCEEDED,"[9,0,4,10,6,1,5,11,2,2,6,12,1,3,7,13,4,3,7,13,3,0,4,10,0,2,6,12,5,1,5,11,8,2,6,12,7,1,5,11]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,65,I65,N10_K3_M18_I65.xlsx,9.674598693847656,14.753267288208008,4.5959296226501465,9.674598693847656,0.0,9.67459774017334,9.5367431640625e-07,3.814697265625e-06,True,SUCCEEDED,"[4,0,4,10,7,1,5,11,8,2,6,12,9,3,7,13,6,3,7,13,5,0,4,10,0,1,5,11,1,2,6,12,2,1,5,11,3,2,6,12]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,66,I66,N10_K3_M18_I66.xlsx,11.709232330322266,16.728134155273438,6.690330028533936,11.709232330322266,0.0,11.709232330322266,0.0,3.814697265625e-06,True,SUCCEEDED,"[5,0,4,10,9,1,5,11,7,2,6,12,1,3,7,13,8,3,7,13,4,2,6,12,2,1,5,11,0,0,4,10,6,2,6,12,3,1,5,11]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,67,I67,N10_K3_M18_I67.xlsx,9.638886451721191,14.4863920211792,4.791380882263184,9.638886451721191,0.0,9.638886451721191,0.0,3.814697265625e-06,True,SUCCEEDED,"[4,0,4,10,2,1,5,11,7,2,6,12,1,3,7,13,9,2,6,12,6,1,5,11,3,3,7,13,5,0,4,10,0,1,5,11,8,3,7,13]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,68,I68,N10_K3_M18_I68.xlsx,11.429067611694336,16.202098846435547,6.656035423278809,11.429067611694336,0.0,11.429067611694336,0.0,3.814697265625e-06,True,SUCCEEDED,"[2,0,4,10,5,1,5,11,8,2,6,12,4,3,7,13,3,0,4,10,0,1,5,11,6,2,6,12,9,2,6,12,7,1,5,11,1,0,4,10]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,69,I69,N10_K3_M18_I69.xlsx,11.810349464416504,18.98458671569824,4.636112689971924,11.810349464416504,0.0,11.810349464416504,0.0,3.814697265625e-06,True,SUCCEEDED,"[3,0,4,10,6,1,5,11,7,2,6,12,0,3,7,13,9,0,4,10,2,3,7,13,1,2,6,12,8,1,5,11,5,1,5,11,4,0,4,10]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,70,I70,N10_K3_M18_I70.xlsx,11.057138442993164,15.437275886535645,6.677001953125,11.057138442993164,0.0,11.057138442993164,0.0,3.814697265625e-06,True,SUCCEEDED,"[7,0,4,10,1,1,5,11,4,2,6,12,2,3,7,13,8,1,5,11,0,2,6,12,9,3,7,13,5,0,4,10,3,3,7,13,6,2,6,12]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,71,I71,N10_K3_M18_I71.xlsx,11.757761001586914,16.61377716064453,6.901745796203613,11.757761001586914,0.0,11.757761001586914,0.0,3.814697265625e-06,True,SUCCEEDED,"[6,0,4,10,8,1,5,11,9,2,6,12,7,3,7,13,4,0,4,10,2,3,7,13,3,2,6,12,1,1,5,11,0,1,5,11,5,3,7,13]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,72,I72,N10_K3_M18_I72.xlsx,8.641593933105469,14.219907760620115,3.063279390335083,8.641593933105469,0.0,8.641593933105469,0.0,3.814697265625e-06,True,SUCCEEDED,"[3,0,4,10,5,1,5,11,2,2,6,12,1,3,7,13,7,3,7,13,4,1,5,11,9,2,6,12,0,0,4,10,8,1,5,11,6,2,6,12]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,73,I73,N10_K3_M18_I73.xlsx,10.702359199523926,14.890345573425291,6.514372825622559,10.702359199523926,0.0,10.702359199523926,0.0,3.814697265625e-06,True,SUCCEEDED,"[9,0,4,10,3,1,5,11,2,2,6,12,8,3,7,13,7,2,6,12,4,1,5,11,6,3,7,13,0,0,4,10,1,2,6,12,5,1,5,11]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,74,I74,N10_K3_M18_I74.xlsx,11.174064636230469,17.241518020629883,5.106611251831055,11.174064636230469,0.0,11.174064636230469,0.0,3.814697265625e-06,True,SUCCEEDED,"[6,0,4,10,5,1,5,11,9,2,6,12,2,3,7,13,4,3,7,13,0,0,4,10,8,2,6,12,3,3,7,13,1,2,6,12,7,1,5,11]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,75,I75,N10_K3_M18_I75.xlsx,12.488420486450195,17.117393493652344,7.859447002410889,12.488420486450195,0.0,12.488420486450195,0.0,3.814697265625e-06,True,SUCCEEDED,"[5,0,4,10,1,1,5,11,3,2,6,12,0,3,7,13,6,0,4,10,7,2,6,12,2,3,7,13,9,1,5,11,4,2,6,12,8,1,5,11]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,76,I76,N10_K3_M18_I76.xlsx,12.629278182983398,18.901103973388672,6.357452392578125,12.629278182983398,0.0,12.629278182983398,0.0,3.814697265625e-06,True,SUCCEEDED,"[4,0,4,10,0,1,5,11,9,2,6,12,1,3,7,13,3,0,4,10,8,2,6,12,5,3,7,13,6,1,5,11,2,1,5,11,7,0,4,10]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,77,I77,N10_K3_M18_I77.xlsx,11.89204216003418,16.390888214111328,7.393195629119873,11.89204216003418,0.0,11.89204216003418,0.0,3.814697265625e-06,True,SUCCEEDED,"[8,0,4,10,5,1,5,11,4,2,6,12,3,3,7,13,7,0,4,10,1,3,7,13,9,2,6,12,6,1,5,11,2,0,4,10,0,1,5,11]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,78,I78,N10_K3_M18_I78.xlsx,11.203100204467772,14.890101432800291,7.51609992980957,11.203100204467772,0.0,11.203100204467772,0.0,3.814697265625e-06,True,SUCCEEDED,"[1,0,4,10,6,1,5,11,8,2,6,12,3,3,7,13,9,0,4,10,2,1,5,11,7,2,6,12,4,3,7,13,0,2,6,12,5,0,4,10]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,79,I79,N10_K3_M18_I79.xlsx,11.51658058166504,15.468469619750977,7.56469202041626,11.51658058166504,0.0,11.516581535339355,9.5367431640625e-07,3.814697265625e-06,True,SUCCEEDED,"[7,0,4,10,0,1,5,11,5,2,6,12,6,3,7,13,1,1,5,11,4,2,6,12,2,3,7,13,8,0,4,10,9,3,7,13,3,2,6,12]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,80,I80,N10_K3_M18_I80.xlsx,10.797879219055176,13.744291305541992,7.851467132568359,10.797879219055176,0.0,10.797879219055176,0.0,3.814697265625e-06,True,SUCCEEDED,"[4,0,4,10,2,1,5,11,0,2,6,12,5,3,7,13,1,1,5,11,6,2,6,12,7,0,4,10,8,3,7,13,3,3,7,13,9,1,5,11]"
HDRL,3,10,greedy,"[4,6,8]",0,1234,20260827,81,I81,N10_K3_M18_I81.xlsx,9.305360794067385,14.240635871887209,4.3700852394104,9.305360794067385,0.0,9.305360794067385,0.0,3.814697265625e-06,True,SUCCEEDED,"[2,0,4,10,3,1,5,11,1,2,6,12,4,3,7,13,9,3,7,13,5,0,4,10,8,2,6,12,6,1,5,11,0,2,6,12,7,1,5,11]"
