dataset_id,method,size,instance,instance_index,training_seed,eval_seed,decode,objective,travel_time,tardiness,travel_distance,runtime_s,objective_replay_error,peak_gpu_memory_bytes,status
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I45.xlsx,45,1234,20260825,sample-1280,1734.5833333333337,2737.5000000000005,731.666666666667,3025.0,0.07177190401125699,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I46.xlsx,46,1234,20260825,sample-1280,1660.2500000000005,2542.5000000000005,778.0000000000003,2805.0,0.07173192396294326,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I47.xlsx,47,1234,20260825,sample-1280,1455.416666666667,2295.8333333333335,615.0000000000002,2530.0,0.07206414092797786,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I48.xlsx,48,1234,20260825,sample-1280,1655.0833333333335,2545.8333333333335,764.3333333333333,2790.0,0.07136865810025483,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I49.xlsx,49,1234,20260825,sample-1280,1335.8333333333335,2224.166666666667,447.5000000000001,2445.0,0.0716106949839741,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I50.xlsx,50,1234,20260825,sample-1280,1704.083333333333,2570.833333333333,837.3333333333333,2840.0,0.07166633603628725,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I51.xlsx,51,1234,20260825,sample-1280,1274.5,2161.666666666667,387.33333333333314,2385.0,0.07188850292004645,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I52.xlsx,52,1234,20260825,sample-1280,1588.3333333333335,2644.166666666667,532.5,2920.0,0.07186058396473527,2.2737367544323206e-13,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I53.xlsx,53,1234,20260825,sample-1280,1905.0000000000002,2790.0,1020.0000000000003,3070.0,0.07158703601453453,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I54.xlsx,54,1234,20260825,sample-1280,1518.0000000000002,2444.166666666667,591.8333333333335,2680.0,0.0723644089885056,2.2737367544323206e-13,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I55.xlsx,55,1234,20260825,sample-1280,1731.5833333333335,2598.3333333333335,864.8333333333336,2880.0,0.07171006500720978,2.2737367544323206e-13,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I56.xlsx,56,1234,20260825,sample-1280,1407.9166666666667,2412.5,403.3333333333335,2650.0,0.07160662591923028,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I57.xlsx,57,1234,20260825,sample-1280,1444.5833333333335,2390.0,499.16666666666686,2645.0,0.0716756550827995,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I58.xlsx,58,1234,20260825,sample-1280,1466.5000000000002,2455.0000000000005,478.0000000000001,2730.0,0.0714841770241037,2.2737367544323206e-13,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I59.xlsx,59,1234,20260825,sample-1280,1343.5833333333335,2342.5,344.66666666666674,2595.0,0.07220639009028673,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I60.xlsx,60,1234,20260825,sample-1280,1714.416666666667,2659.166666666667,769.6666666666669,2915.0,0.07167144503910094,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I61.xlsx,61,1234,20260825,sample-1280,1807.4166666666667,2776.666666666667,838.1666666666666,3055.0,0.07219483004882932,2.2737367544323206e-13,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I62.xlsx,62,1234,20260825,sample-1280,1719.1666666666667,2502.5,935.8333333333335,2755.0,0.07153273595031351,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I63.xlsx,63,1234,20260825,sample-1280,1552.25,2411.666666666667,692.8333333333333,2665.0,0.07175182399805635,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I64.xlsx,64,1234,20260825,sample-1280,1465.333333333333,2351.6666666666665,578.9999999999998,2610.0,0.07158344506751746,4.547473508864641e-13,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I65.xlsx,65,1234,20260825,sample-1280,1228.3333333333333,2364.1666666666665,92.49999999999989,2600.0,0.07174293394200504,2.2737367544323206e-13,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I66.xlsx,66,1234,20260825,sample-1280,1462.0833333333335,2523.3333333333335,400.83333333333337,2830.0,0.07181086391210556,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I67.xlsx,67,1234,20260825,sample-1280,1604.3333333333335,2420.0,788.6666666666667,2700.0,0.07170068507548422,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I68.xlsx,68,1234,20260825,sample-1280,1831.4166666666665,2373.333333333333,1289.5000000000002,2620.0,0.07151402591262013,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I69.xlsx,69,1234,20260825,sample-1280,1512.6666666666665,2497.5,527.8333333333333,2750.0,0.07129845907911658,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I70.xlsx,70,1234,20260825,sample-1280,1421.1666666666672,2500.000000000001,342.3333333333333,2785.0,0.0723303189733997,2.2737367544323206e-13,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I71.xlsx,71,1234,20260825,sample-1280,1525.75,2419.1666666666665,632.3333333333336,2675.0,0.07165302499197423,2.2737367544323206e-13,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I72.xlsx,72,1234,20260825,sample-1280,1782.75,2580.8333333333335,984.6666666666667,2860.0,0.071667673997581,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I73.xlsx,73,1234,20260825,sample-1280,1459.416666666667,2185.8333333333335,733.0000000000002,2390.0,0.07167610502801836,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I74.xlsx,74,1234,20260825,sample-1280,1932.9999999999998,2818.333333333333,1047.6666666666665,3095.0,0.0717821130529046,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I75.xlsx,75,1234,20260825,sample-1280,1283.25,2310.8333333333335,255.66666666666652,2550.0,0.07186901289969683,2.2737367544323206e-13,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I76.xlsx,76,1234,20260825,sample-1280,1531.7500000000002,2545.0000000000005,518.5000000000001,2795.0,0.07188850292004645,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I77.xlsx,77,1234,20260825,sample-1280,1347.0,2295.8333333333335,398.16666666666674,2560.0,0.07190554297994822,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I78.xlsx,78,1234,20260825,sample-1280,1722.3333333333333,2642.4999999999995,802.166666666667,2930.0,0.07177193404641002,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I79.xlsx,79,1234,20260825,sample-1280,1187.0833333333335,2255.0000000000005,119.16666666666674,2505.0,0.07162790501024574,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I80.xlsx,80,1234,20260825,sample-1280,1390.3333333333337,2300.0000000000005,480.66666666666686,2550.0,0.07174643408507109,2.2737367544323206e-13,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I81.xlsx,81,1234,20260825,sample-1280,1661.3333333333333,2493.333333333333,829.3333333333335,2750.0,0.07164185494184494,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I82.xlsx,82,1234,20260825,sample-1280,1664.9166666666667,2544.166666666667,785.6666666666666,2830.0,0.07201765198260546,2.2737367544323206e-13,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I83.xlsx,83,1234,20260825,sample-1280,1540.5833333333335,2460.0,621.1666666666667,2695.0,0.07182493293657899,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I84.xlsx,84,1234,20260825,sample-1280,1672.75,2689.1666666666665,656.3333333333336,2940.0,0.0721599500393495,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I85.xlsx,85,1234,20260825,sample-1280,1613.4999999999998,2547.4999999999995,679.5,2805.0,0.07880819705314934,2.2737367544323206e-13,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I86.xlsx,86,1234,20260825,sample-1280,1679.5833333333335,2600.8333333333335,758.3333333333335,2875.0,0.0719471019692719,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I87.xlsx,87,1234,20260825,sample-1280,1747.0833333333335,2499.166666666667,995.0000000000002,2755.0,0.07187040196731687,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I88.xlsx,88,1234,20260825,sample-1280,1358.25,2385.0,331.49999999999983,2615.0,0.07159432594198734,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I89.xlsx,89,1234,20260825,sample-1280,1480.7500000000005,2610.0000000000005,351.5000000000002,2880.0,0.0716683539794758,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I90.xlsx,90,1234,20260825,sample-1280,1373.666666666667,2422.5000000000005,324.8333333333334,2685.0,0.0717254439368844,2.2737367544323206e-13,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I91.xlsx,91,1234,20260825,sample-1280,1720.3333333333333,2605.0,835.6666666666666,2850.0,0.0716351040173322,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I92.xlsx,92,1234,20260825,sample-1280,1703.4166666666667,2451.6666666666665,955.1666666666669,2705.0,0.07162362500093877,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I93.xlsx,93,1234,20260825,sample-1280,1843.0833333333333,2798.333333333333,887.8333333333334,3050.0,0.07200102100614458,2.2737367544323206e-13,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I94.xlsx,94,1234,20260825,sample-1280,1592.8333333333335,2661.666666666667,523.9999999999999,2935.0,0.07175847294274718,2.2737367544323206e-13,160244224,ok
