category,method,mode,kappa,size,instance_index,instance_name,repetition_n,mean_objective,bks_objective,rpd
Greedy,ECHO,greedy,3,50,12,N50_K3_M18_I12,1,26.54036331176757,22.561176300048828,17.637320673346856
Greedy,ECHO,greedy,3,50,13,N50_K3_M18_I13,1,25.594438552856445,23.37575340270996,9.491395258684031
Greedy,ECHO,greedy,3,50,14,N50_K3_M18_I14,1,23.569656372070312,21.2414779663086,10.960529250622143
Greedy,ECHO,greedy,3,50,15,N50_K3_M18_I15,1,21.311803817749023,20.01984596252441,6.453385593690666
Greedy,ECHO,greedy,3,50,16,N50_K3_M18_I16,1,27.37543487548828,23.656702041625977,15.719574213340804
Greedy,ECHO,greedy,3,50,17,N50_K3_M18_I17,1,24.164112091064453,20.26059913635254,19.26652281327675
Greedy,ECHO,greedy,3,50,18,N50_K3_M18_I18,1,26.5128231048584,23.154705047607425,14.502961926513365
Greedy,ECHO,greedy,3,50,19,N50_K3_M18_I19,1,26.8862533569336,22.91585731506348,17.325976450639818
Greedy,ECHO,greedy,3,50,20,N50_K3_M18_I20,1,25.963930130004883,21.78089904785156,19.20504324896512
Greedy,ECHO,greedy,3,50,21,N50_K3_M18_I21,1,27.60006523132324,24.631649017333984,12.051228124841728
Greedy,ECHO,greedy,3,50,22,N50_K3_M18_I22,1,21.3327865600586,18.208539962768555,17.158139003337276
Greedy,ECHO,greedy,3,50,23,N50_K3_M18_I23,1,25.625741958618164,22.058984756469727,16.169181136508723
Greedy,ECHO,greedy,3,50,24,N50_K3_M18_I24,1,22.81621742248535,19.18861389160156,18.9049795434756
Greedy,ECHO,greedy,3,50,25,N50_K3_M18_I25,1,22.57577896118164,20.468738555908203,10.293943613175177
Greedy,ECHO,greedy,3,50,26,N50_K3_M18_I26,1,27.753143310546875,23.12482261657715,20.01451328172304
Greedy,ECHO,greedy,3,50,27,N50_K3_M18_I27,1,27.393829345703125,23.609189987182617,16.030365127203353
Greedy,ECHO,greedy,3,50,28,N50_K3_M18_I28,1,27.14092445373535,21.47892951965332,26.36069422780721
Greedy,ECHO,greedy,3,50,29,N50_K3_M18_I29,1,21.56499481201172,18.74595069885254,15.038149616662208
Greedy,ECHO,greedy,3,50,30,N50_K3_M18_I30,1,27.98504066467285,25.2257080078125,10.938573680492041
Greedy,ECHO,greedy,3,50,31,N50_K3_M18_I31,1,24.270246505737305,21.66836166381836,12.0077598956803
Greedy,ECHO,greedy,3,50,32,N50_K3_M18_I32,1,27.3349552154541,23.41657066345215,16.733383416033867
Greedy,ECHO,greedy,3,50,33,N50_K3_M18_I33,1,25.627904891967773,21.634689331054688,18.457466616731942
Greedy,ECHO,greedy,3,50,34,N50_K3_M18_I34,1,25.774375915527344,21.741418838500977,18.549649896282624
Greedy,ECHO,greedy,3,50,35,N50_K3_M18_I35,1,25.543426513671875,22.250486373901367,14.799407457595851
Greedy,ECHO,greedy,3,50,36,N50_K3_M18_I36,1,23.466346740722656,20.300376892089844,15.595621034338778
Greedy,ECHO,greedy,3,50,37,N50_K3_M18_I37,1,24.242406845092773,20.056814193725582,20.86868139146734
Greedy,ECHO,greedy,3,50,38,N50_K3_M18_I38,1,23.64234733581543,20.85113525390625,13.386379436516648
Greedy,ECHO,greedy,3,50,39,N50_K3_M18_I39,1,25.788219451904297,21.242345809936523,21.400054789812113
Greedy,ECHO,greedy,3,50,40,N50_K3_M18_I40,1,30.62102508544922,25.54572868347168,19.86749512947463
Greedy,ECHO,greedy,3,50,41,N50_K3_M18_I41,1,26.34237670898437,21.542394638061523,22.281562247690637
Greedy,ECHO,greedy,3,50,42,N50_K3_M18_I42,1,25.58952713012696,19.8078670501709,29.18870600914185
Greedy,ECHO,greedy,3,50,43,N50_K3_M18_I43,1,25.081750869750977,21.347341537475582,17.493556870861795
Greedy,ECHO,greedy,3,50,44,N50_K3_M18_I44,1,24.277294158935547,22.25680351257324,9.078080979691892
Greedy,ECHO,greedy,3,50,45,N50_K3_M18_I45,1,22.96692657470703,20.932537078857425,9.718790838327996
Greedy,ECHO,greedy,3,50,46,N50_K3_M18_I46,1,25.053693771362305,21.53159523010254,16.357815125261354
Greedy,ECHO,greedy,3,50,47,N50_K3_M18_I47,1,27.55195617675781,22.475156784057617,22.588493782171682
Greedy,ECHO,greedy,3,50,48,N50_K3_M18_I48,1,24.05745887756348,21.855194091796875,10.076619665405776
Greedy,ECHO,greedy,3,50,49,N50_K3_M18_I49,1,27.1898136138916,23.156360626220703,17.4183372455501
Greedy,ECHO,greedy,3,50,50,N50_K3_M18_I50,1,25.194551467895508,20.717527389526367,21.609837864302648
Greedy,ECHO,greedy,3,50,51,N50_K3_M18_I51,1,24.46920394897461,20.492042541503903,19.40832105640761
Greedy,ECHO,greedy,3,50,52,N50_K3_M18_I52,1,27.61030578613281,22.80759048461914,21.057530407486478
Greedy,ECHO,greedy,3,50,53,N50_K3_M18_I53,1,28.51193046569824,24.531539916992188,16.225604108729293
Greedy,ECHO,greedy,3,50,54,N50_K3_M18_I54,1,24.572355270385746,22.74888229370117,8.015659640515484
Greedy,ECHO,greedy,3,50,55,N50_K3_M18_I55,1,27.519474029541016,22.9027042388916,20.15818631063476
Greedy,ECHO,greedy,3,50,56,N50_K3_M18_I56,1,26.322284698486328,23.53882026672364,11.824995476504897
Greedy,ECHO,greedy,3,50,57,N50_K3_M18_I57,1,25.5084285736084,21.274253845214844,19.902811911525326
Greedy,ECHO,greedy,3,50,58,N50_K3_M18_I58,1,25.44544982910156,21.73820877075196,17.05403190044604
Greedy,ECHO,greedy,3,50,59,N50_K3_M18_I59,1,28.786821365356445,23.754199981689453,21.186238170707952
Greedy,ECHO,greedy,3,50,60,N50_K3_M18_I60,1,27.300933837890625,22.797855377197266,19.752202065451304
Greedy,ECHO,greedy,3,50,61,N50_K3_M18_I61,1,29.12499237060547,22.889238357543945,27.24316954393685
Greedy,ECHO,greedy,3,50,62,N50_K3_M18_I62,1,25.57912826538086,21.310413360595703,20.031122027310268
Greedy,ECHO,greedy,3,50,63,N50_K3_M18_I63,1,27.7049560546875,22.625534057617188,22.44995403925176
Greedy,ECHO,greedy,3,50,64,N50_K3_M18_I64,1,27.51874542236328,22.46063041687012,22.519915566101048
Greedy,ECHO,greedy,3,50,65,N50_K3_M18_I65,1,26.353572845458984,22.762222290039062,15.777679831338466
Greedy,ECHO,greedy,3,50,66,N50_K3_M18_I66,1,24.91273307800293,20.34262084960937,22.465700276183025
Greedy,ECHO,greedy,3,50,67,N50_K3_M18_I67,1,24.561553955078125,20.534225463867188,19.612760648301926
Greedy,ECHO,greedy,3,50,68,N50_K3_M18_I68,1,28.874774932861328,23.106508255004883,24.963818047268287
Greedy,ECHO,greedy,3,50,69,N50_K3_M18_I69,1,24.05789566040039,19.61285400390625,22.663920588043084
Greedy,ECHO,greedy,3,50,70,N50_K3_M18_I70,1,25.250879287719727,21.35835647583008,18.22482369509363
Greedy,ECHO,greedy,3,50,71,N50_K3_M18_I71,1,26.15500831604004,21.981494903564453,18.986485818117956
Greedy,ECHO,greedy,3,50,72,N50_K3_M18_I72,1,29.558544158935547,24.268829345703125,21.796332809802312
Greedy,ECHO,greedy,3,50,73,N50_K3_M18_I73,1,26.208158493041992,23.49332046508789,11.555786811781122
Greedy,ECHO,greedy,3,50,74,N50_K3_M18_I74,1,25.40237045288086,23.10448455810547,9.9456271746571
Greedy,ECHO,greedy,3,50,75,N50_K3_M18_I75,1,27.54102325439453,22.879789352416992,20.372713359291186
Greedy,ECHO,greedy,3,50,76,N50_K3_M18_I76,1,25.234760284423828,20.99984359741211,20.16642013245091
Greedy,ECHO,greedy,3,50,77,N50_K3_M18_I77,1,30.41609573364257,25.33427619934082,20.05906738489721
Greedy,ECHO,greedy,3,50,78,N50_K3_M18_I78,1,25.323381423950195,22.364334106445312,13.231099586605161
Greedy,ECHO,greedy,3,50,79,N50_K3_M18_I79,1,23.68439674377441,21.31191635131836,11.132177666928996
Greedy,ECHO,greedy,3,50,80,N50_K3_M18_I80,1,27.28817367553711,25.326950073242188,7.743623281221477
Greedy,ECHO,greedy,3,50,81,N50_K3_M18_I81,1,23.843448638916016,21.00661277770996,13.504489711050468
Greedy,ECHO,greedy,3,50,82,N50_K3_M18_I82,1,26.948436737060547,24.547740936279297,9.779701549779853
Greedy,ECHO,greedy,3,50,83,N50_K3_M18_I83,1,26.964580535888672,23.163646697998047,16.409047709310496
Greedy,ECHO,greedy,3,50,84,N50_K3_M18_I84,1,29.604049682617188,24.709835052490234,19.806747474154907
Greedy,ECHO,greedy,3,50,85,N50_K3_M18_I85,1,23.494213104248047,19.862472534179688,18.284433440090588
Greedy,ECHO,greedy,3,50,86,N50_K3_M18_I86,1,25.45438575744629,20.71855735778809,22.857906165353764
Greedy,ECHO,greedy,3,50,87,N50_K3_M18_I87,1,24.2578182220459,22.303550720214844,8.762136246135027
Greedy,ECHO,greedy,3,50,88,N50_K3_M18_I88,1,27.832857131958008,24.323156356811523,14.429462704841834
Greedy,ECHO,greedy,3,50,89,N50_K3_M18_I89,1,29.59218406677246,25.101770401000977,17.888832516739225
Greedy,ECHO,greedy,3,50,90,N50_K3_M18_I90,1,28.939817428588867,23.22413444519043,24.610962345604744
Greedy,ECHO,greedy,3,50,91,N50_K3_M18_I91,1,22.52072525024414,20.93052101135254,7.597537768071269
Greedy,ECHO,greedy,3,50,92,N50_K3_M18_I92,1,28.526870727539062,25.999977111816406,9.718830154562866
Greedy,ECHO,greedy,3,50,93,N50_K3_M18_I93,1,24.74092674255371,21.157848358154297,16.93498470991019
Greedy,ECHO,greedy,3,50,94,N50_K3_M18_I94,1,26.32840347290039,22.10888290405273,19.08518212864653
Greedy,ECHO,greedy,3,50,95,N50_K3_M18_I95,1,26.184860229492188,23.285181045532227,12.452895162334707
Greedy,ECHO,greedy,3,50,96,N50_K3_M18_I96,1,22.71858596801757,20.92604637145996,8.566069121410194
Greedy,ECHO,greedy,3,50,97,N50_K3_M18_I97,1,26.44652366638184,23.95552635192871,10.39842447148974
Greedy,ECHO,greedy,3,50,98,N50_K3_M18_I98,1,23.050722122192383,18.87573432922364,22.118280116418976
Greedy,ECHO,greedy,3,50,99,N50_K3_M18_I99,1,25.244861602783203,23.56898307800293,7.110525385137981
Greedy,ECHO,greedy,3,50,100,N50_K3_M18_I100,1,25.66745948791504,20.67493057250977,24.14774210677902
Greedy,ECHO,greedy,3,100,1,N100_K3_M18_I1,1,35.33134460449219,28.66322135925293,23.26369099154546
Greedy,ECHO,greedy,3,100,2,N100_K3_M18_I2,1,36.111236572265625,28.98120307922364,24.60226883456554
Greedy,ECHO,greedy,3,100,3,N100_K3_M18_I3,1,37.12803649902344,31.95647430419922,16.183143814912814
Greedy,ECHO,greedy,3,100,4,N100_K3_M18_I4,1,38.57633972167969,32.52645492553711,18.599889874234968
Greedy,ECHO,greedy,3,100,5,N100_K3_M18_I5,1,36.2153205871582,31.2281436920166,15.970135606928698
Greedy,ECHO,greedy,3,100,6,N100_K3_M18_I6,1,40.733585357666016,34.24408721923828,18.950711394000724
Greedy,ECHO,greedy,3,100,7,N100_K3_M18_I7,1,39.64544677734375,32.26060485839844,22.891207252187677
Greedy,ECHO,greedy,3,100,8,N100_K3_M18_I8,1,38.49703598022461,29.772476196289062,29.304112047700634
Greedy,ECHO,greedy,3,100,9,N100_K3_M18_I9,1,40.13785934448242,31.58047866821289,27.097058173734723
Greedy,ECHO,greedy,3,100,10,N100_K3_M18_I10,1,39.17677688598633,31.94751167297364,22.628570534738603
Greedy,ECHO,greedy,3,100,11,N100_K3_M18_I11,1,36.96057891845703,30.789915084838867,20.04118496792034
Greedy,ECHO,greedy,3,100,12,N100_K3_M18_I12,1,40.865699768066406,34.30827331542969,19.113251175154897
Greedy,ECHO,greedy,3,100,13,N100_K3_M18_I13,1,34.51586151123047,30.16886711120605,14.408875162600161
Greedy,ECHO,greedy,3,100,14,N100_K3_M18_I14,1,37.74308013916016,31.8516845703125,18.496339042421525
Greedy,ECHO,greedy,3,100,15,N100_K3_M18_I15,1,36.80748748779297,28.890350341796875,27.404088397439892
Greedy,ECHO,greedy,3,100,16,N100_K3_M18_I16,1,34.44303894042969,29.4970703125,16.767660569442146
Greedy,ECHO,greedy,3,100,17,N100_K3_M18_I17,1,33.994476318359375,30.456377029418945,11.616940798713019
Greedy,ECHO,greedy,3,100,18,N100_K3_M18_I18,1,37.232452392578125,32.599796295166016,14.210690322930184
Greedy,ECHO,greedy,3,100,19,N100_K3_M18_I19,1,35.91468811035156,28.94429588317871,24.082092911521713
Greedy,ECHO,greedy,3,100,20,N100_K3_M18_I20,1,36.53221893310547,29.23158264160156,24.97516600799387
Greedy,ECHO,greedy,3,100,21,N100_K3_M18_I21,1,35.50482940673828,29.420991897583008,20.678560159812534
Greedy,ECHO,greedy,3,100,22,N100_K3_M18_I22,1,35.018211364746094,28.992128372192383,20.785238376405612
Greedy,ECHO,greedy,3,100,23,N100_K3_M18_I23,1,39.5308837890625,32.92002487182617,20.08157327637403
Greedy,ECHO,greedy,3,100,24,N100_K3_M18_I24,1,43.2103385925293,31.606277465820312,36.714418960783526
Greedy,ECHO,greedy,3,100,25,N100_K3_M18_I25,1,40.1132926940918,32.80804443359375,22.266637303800554
Greedy,ECHO,greedy,3,100,26,N100_K3_M18_I26,1,36.656768798828125,29.920875549316406,22.512353418299657
Greedy,ECHO,greedy,3,100,27,N100_K3_M18_I27,1,40.2017707824707,34.31910705566406,17.14107455437352
Greedy,ECHO,greedy,3,100,28,N100_K3_M18_I28,1,39.83820724487305,33.90546798706055,17.497883409474337
Greedy,ECHO,greedy,3,100,29,N100_K3_M18_I29,1,39.17342376708984,33.38165283203125,17.35016227087807
Greedy,ECHO,greedy,3,100,30,N100_K3_M18_I30,1,34.106231689453125,29.685535430908203,14.891751805635781
Greedy,ECHO,greedy,3,100,31,N100_K3_M18_I31,1,37.859962463378906,30.17992210388184,25.44751551399543
Greedy,ECHO,greedy,3,100,32,N100_K3_M18_I32,1,38.61210632324219,31.68902969360352,21.84691893875218
Greedy,ECHO,greedy,3,100,33,N100_K3_M18_I33,1,39.05744552612305,32.95949935913086,18.50133128706901
Greedy,ECHO,greedy,3,100,34,N100_K3_M18_I34,1,33.3028450012207,28.25616455078125,17.86045817141845
Greedy,ECHO,greedy,3,100,35,N100_K3_M18_I35,1,37.38882446289063,31.272327423095703,19.55881619248359
Greedy,ECHO,greedy,3,100,36,N100_K3_M18_I36,1,34.53633499145508,30.389272689819336,13.646467765005259
Greedy,ECHO,greedy,3,100,37,N100_K3_M18_I37,1,36.96967315673828,29.84798812866211,23.859849439022778
Greedy,ECHO,greedy,3,100,38,N100_K3_M18_I38,1,36.88167572021485,32.07036209106445,15.002367654872662
Greedy,ECHO,greedy,3,100,39,N100_K3_M18_I39,1,35.19800567626953,29.60956382751465,18.873772951568544
Greedy,ECHO,greedy,3,100,40,N100_K3_M18_I40,1,35.301570892333984,28.6066951751709,23.403177739223384
Greedy,ECHO,greedy,3,100,41,N100_K3_M18_I41,1,36.1887092590332,29.860301971435547,21.193380072483624
Greedy,ECHO,greedy,3,100,42,N100_K3_M18_I42,1,36.191314697265625,29.44881057739257,22.895675538927122
Greedy,ECHO,greedy,3,100,43,N100_K3_M18_I43,1,35.157283782958984,29.56842803955078,18.901430052123636
Greedy,ECHO,greedy,3,100,44,N100_K3_M18_I44,1,38.5717887878418,31.307695388793945,23.202261644745366
Greedy,ECHO,greedy,3,100,45,N100_K3_M18_I45,1,35.53701400756836,29.920942306518555,18.76970198169959
Greedy,ECHO,greedy,3,100,46,N100_K3_M18_I46,1,42.7787971496582,32.42744445800781,31.92158020671336
Greedy,ECHO,greedy,3,100,47,N100_K3_M18_I47,1,40.41307830810547,31.667987823486328,27.614923099513792
Greedy,ECHO,greedy,3,100,48,N100_K3_M18_I48,1,35.658260345458984,30.18817710876465,18.119952115645255
Greedy,ECHO,greedy,3,100,49,N100_K3_M18_I49,1,33.55942153930664,28.973407745361328,15.828354863364451
Greedy,ECHO,greedy,3,100,50,N100_K3_M18_I50,1,31.947099685668945,26.59082221984864,20.14333149060027
Greedy,ECHO,greedy,3,100,51,N100_K3_M18_I51,1,37.90404510498047,32.707847595214844,15.886699651021452
Greedy,ECHO,greedy,3,100,52,N100_K3_M18_I52,1,43.88169097900391,36.00070571899414,21.89119658243735
Greedy,ECHO,greedy,3,100,53,N100_K3_M18_I53,1,37.99336624145508,32.22340393066406,17.906122901250264
Greedy,ECHO,greedy,3,100,54,N100_K3_M18_I54,1,36.48085403442383,28.91689109802246,26.157593880894908
Greedy,ECHO,greedy,3,100,55,N100_K3_M18_I55,1,37.18637847900391,31.304832458496094,18.787981147337444
Greedy,ECHO,greedy,3,100,56,N100_K3_M18_I56,1,38.78162384033203,32.268821716308594,20.182956109401047
Greedy,ECHO,greedy,3,100,57,N100_K3_M18_I57,1,36.517677307128906,29.46551513671875,23.933612352230806
Greedy,ECHO,greedy,3,100,58,N100_K3_M18_I58,1,37.53206253051758,32.26358795166016,16.32947515555634
Greedy,ECHO,greedy,3,100,59,N100_K3_M18_I59,1,32.88045883178711,28.228870391845703,16.478124612754897
Greedy,ECHO,greedy,3,100,60,N100_K3_M18_I60,1,37.36515426635742,33.10757064819336,12.859849076230526
Greedy,ECHO,greedy,3,100,61,N100_K3_M18_I61,1,33.758243560791016,28.3669490814209,19.00554925344854
Greedy,ECHO,greedy,3,100,62,N100_K3_M18_I62,1,41.118934631347656,32.94807434082031,24.799204366260128
Greedy,ECHO,greedy,3,100,63,N100_K3_M18_I63,1,38.434600830078125,31.687538146972656,21.292479875878477
Greedy,ECHO,greedy,3,100,64,N100_K3_M18_I64,1,36.28277587890625,30.67501640319824,18.281194709070586
Greedy,ECHO,greedy,3,100,65,N100_K3_M18_I65,1,37.42500686645508,31.935544967651367,17.18919124243591
Greedy,ECHO,greedy,3,100,66,N100_K3_M18_I66,1,36.55818176269531,29.76375389099121,22.827859337194074
Greedy,ECHO,greedy,3,100,67,N100_K3_M18_I67,1,38.35559844970703,30.65669822692871,25.113272687714424
Greedy,ECHO,greedy,3,100,68,N100_K3_M18_I68,1,34.856937408447266,28.92881965637207,20.492083059356435
Greedy,ECHO,greedy,3,100,69,N100_K3_M18_I69,1,36.68193435668945,30.9298152923584,18.597327562289674
Greedy,ECHO,greedy,3,100,70,N100_K3_M18_I70,1,34.46256637573242,29.638202667236328,16.277517778867225
Greedy,ECHO,greedy,3,100,71,N100_K3_M18_I71,1,37.85273742675781,30.24989128112793,25.133466018018677
Greedy,ECHO,greedy,3,100,72,N100_K3_M18_I72,1,34.270973205566406,29.951818466186523,14.420342271558242
Greedy,ECHO,greedy,3,100,73,N100_K3_M18_I73,1,39.761905670166016,32.6434211730957,21.806796718161632
Greedy,ECHO,greedy,3,100,74,N100_K3_M18_I74,1,40.25701904296875,31.94203186035156,26.031491105417974
Greedy,ECHO,greedy,3,100,75,N100_K3_M18_I75,1,36.96371841430664,32.22865295410156,14.692098571257452
Greedy,ECHO,greedy,3,100,76,N100_K3_M18_I76,1,36.07515335083008,28.47347640991211,26.69739666306322
Greedy,ECHO,greedy,3,100,77,N100_K3_M18_I77,1,35.80491256713867,28.85549545288086,24.083513400786195
Greedy,ECHO,greedy,3,100,78,N100_K3_M18_I78,1,37.77047348022461,32.343536376953125,16.779046793221195
Greedy,ECHO,greedy,3,100,79,N100_K3_M18_I79,1,36.32766342163086,32.02467346191406,13.436483481507492
Greedy,ECHO,greedy,3,100,80,N100_K3_M18_I80,1,37.03871536254883,31.04625129699707,19.30173149803556
Greedy,ECHO,greedy,3,100,81,N100_K3_M18_I81,1,36.8068962097168,30.25265884399414,21.66499612322117
Greedy,ECHO,greedy,3,100,82,N100_K3_M18_I82,1,41.58452606201172,35.582740783691406,16.86712475243364
Greedy,ECHO,greedy,3,100,83,N100_K3_M18_I83,1,36.91462707519531,31.038206100463867,18.932862794037643
Greedy,ECHO,greedy,3,100,84,N100_K3_M18_I84,1,36.87328338623047,29.95581817626953,23.092225921710362
Greedy,ECHO,greedy,3,100,85,N100_K3_M18_I85,1,36.14556503295898,29.18563842773437,23.847093913870886
Greedy,ECHO,greedy,3,100,86,N100_K3_M18_I86,1,36.308780670166016,29.56097412109375,22.826739475602228
Greedy,ECHO,greedy,3,100,87,N100_K3_M18_I87,1,42.646766662597656,34.8790168762207,22.270552561568138
Greedy,ECHO,greedy,3,100,88,N100_K3_M18_I88,1,37.9946517944336,30.08211326599121,26.303133887165323
Greedy,ECHO,greedy,3,100,89,N100_K3_M18_I89,1,42.875518798828125,32.15553283691406,33.33792046390126
Greedy,ECHO,greedy,3,100,90,N100_K3_M18_I90,1,38.88883209228516,32.04756164550781,21.347241710466633
Greedy,ECHO,greedy,3,100,91,N100_K3_M18_I91,1,36.81538772583008,30.013830184936523,22.66141141928347
Greedy,ECHO,greedy,3,100,92,N100_K3_M18_I92,1,34.79349899291992,29.53303909301757,17.812118432288496
Greedy,ECHO,greedy,3,100,93,N100_K3_M18_I93,1,42.228271484375,35.96862030029297,17.40308950363338
Greedy,ECHO,greedy,3,100,94,N100_K3_M18_I94,1,37.95667266845703,30.470623016357425,24.568088575284133
Greedy,ECHO,greedy,3,100,95,N100_K3_M18_I95,1,39.33292770385742,33.04924011230469,19.013107624260417
Greedy,ECHO,greedy,3,100,96,N100_K3_M18_I96,1,39.76792526245117,33.4198112487793,18.995062438911138
Greedy,ECHO,greedy,3,100,97,N100_K3_M18_I97,1,36.23431396484375,29.06289863586425,24.6754992295566
Greedy,ECHO,greedy,3,100,98,N100_K3_M18_I98,1,39.55865478515625,34.632076263427734,14.225478380951404
Greedy,ECHO,greedy,3,100,99,N100_K3_M18_I99,1,39.22136306762695,30.64200592041016,27.99867988244927
Greedy,ECHO,greedy,3,100,100,N100_K3_M18_I100,1,42.1817512512207,33.64390563964844,25.377094154938554
Greedy,HDRL,greedy,2,10,1,N10_K2_M12_I1,1,8.29229736328125,7.704159736633301,7.634026899148433
Greedy,HDRL,greedy,2,10,2,N10_K2_M12_I2,1,10.425926208496094,9.674939975315992,7.762179766449394
Greedy,HDRL,greedy,2,10,3,N10_K2_M12_I3,1,8.410781860351562,8.121420800530121,3.5629364236680567
Greedy,HDRL,greedy,2,10,4,N10_K2_M12_I4,1,9.349239349365234,9.28181304427914,0.7264346390563499
Greedy,HDRL,greedy,2,10,5,N10_K2_M12_I5,1,9.47622299194336,9.21780111502748,2.803508924645619
Greedy,HDRL,greedy,2,10,6,N10_K2_M12_I6,1,11.50710678100586,10.901960909208846,5.550798400734028
Greedy,HDRL,greedy,2,10,7,N10_K2_M12_I7,1,7.02272891998291,6.78030252456665,3.5754510147281957
Greedy,HDRL,greedy,2,10,8,N10_K2_M12_I8,1,9.008342742919922,8.142261457619963,10.636864092462101
Greedy,HDRL,greedy,2,10,9,N10_K2_M12_I9,1,8.811687469482422,7.933892246092465,11.06386621046286
Greedy,HDRL,greedy,2,10,10,N10_K2_M12_I10,1,7.541431427001953,6.858416840736841,9.958779148683702
Greedy,HDRL,greedy,2,10,11,N10_K2_M12_I11,1,7.583837985992432,7.321924920032926,3.577106687380884
Greedy,HDRL,greedy,2,10,12,N10_K2_M12_I12,1,9.29631233215332,9.12831974029541,1.8403451745487784
Greedy,HDRL,greedy,2,10,13,N10_K2_M12_I13,1,6.676108360290527,6.553970241941481,1.8635745027866606
Greedy,HDRL,greedy,2,10,14,N10_K2_M12_I14,1,8.493032455444336,8.243812170994733,3.023119392827345
Greedy,HDRL,greedy,2,10,15,N10_K2_M12_I15,1,6.710211277008057,6.425818700656358,4.425779649255423
Greedy,HDRL,greedy,2,10,16,N10_K2_M12_I16,1,8.492706298828125,7.904840526408025,7.4367821900542195
Greedy,HDRL,greedy,2,10,17,N10_K2_M12_I17,1,8.456807136535645,7.617050744527349,11.024692104245709
Greedy,HDRL,greedy,2,10,18,N10_K2_M12_I18,1,8.033050537109375,7.520195076512028,6.8197095338544935
Greedy,HDRL,greedy,2,10,19,N10_K2_M12_I19,1,9.671894073486328,9.331056409528385,3.6527232180259657
Greedy,HDRL,greedy,2,10,20,N10_K2_M12_I20,1,8.959067344665527,8.349114158560813,7.305603618789853
Greedy,HDRL,greedy,2,10,21,N10_K2_M12_I21,1,6.712978839874268,6.613325070621559,1.5068633129104991
Greedy,HDRL,greedy,2,10,22,N10_K2_M12_I22,1,6.818146705627441,5.823584123798914,17.078186915238415
Greedy,HDRL,greedy,2,10,23,N10_K2_M12_I23,1,8.201217651367188,8.099183830524204,1.2598037404514555
Greedy,HDRL,greedy,2,10,24,N10_K2_M12_I24,1,8.824978828430176,7.748391442450744,13.894333991455094
Greedy,HDRL,greedy,2,10,25,N10_K2_M12_I25,1,9.272881507873535,8.942124645205723,3.6988621361383682
Greedy,HDRL,greedy,2,10,26,N10_K2_M12_I26,1,6.568090915679932,6.420141011963919,2.3044650178291795
Greedy,HDRL,greedy,2,10,27,N10_K2_M12_I27,1,8.900690078735352,7.65521062590089,16.269695423147027
Greedy,HDRL,greedy,2,10,28,N10_K2_M12_I28,1,8.233393669128418,7.740399167393903,6.369109539094996
Greedy,HDRL,greedy,2,10,29,N10_K2_M12_I29,1,8.511716842651367,8.041953236217001,5.841411814219238
Greedy,HDRL,greedy,2,10,30,N10_K2_M12_I30,1,8.063037872314453,7.968047374421928,1.1921427349623033
Greedy,HDRL,greedy,2,10,31,N10_K2_M12_I31,1,8.867698669433594,7.776213979048397,14.036196706083508
Greedy,HDRL,greedy,2,10,32,N10_K2_M12_I32,1,7.017229080200195,6.886418025662309,1.8995514656591845
Greedy,HDRL,greedy,2,10,33,N10_K2_M12_I33,1,8.310327529907227,7.4418574361274334,11.670071635122916
Greedy,HDRL,greedy,2,10,34,N10_K2_M12_I34,1,7.247217178344727,6.231283217182272,16.303768032258542
Greedy,HDRL,greedy,2,10,35,N10_K2_M12_I35,1,7.025508880615234,6.7891209795525045,3.481863142145849
Greedy,HDRL,greedy,2,10,36,N10_K2_M12_I36,1,6.870978355407715,6.492273929852424,5.833155372787834
Greedy,HDRL,greedy,2,10,37,N10_K2_M12_I37,1,8.289295196533203,7.966945291397725,4.046091611593399
Greedy,HDRL,greedy,2,10,38,N10_K2_M12_I38,1,6.645988464355469,6.384607604305742,4.093922073980753
Greedy,HDRL,greedy,2,10,39,N10_K2_M12_I39,1,6.083047866821289,6.083047389984131,7.838787496350065e-06
Greedy,HDRL,greedy,2,10,40,N10_K2_M12_I40,1,5.807613372802734,5.433805187237567,6.879307827287113
Greedy,HDRL,greedy,2,10,41,N10_K2_M12_I41,1,7.088243007659912,6.311586115154838,12.30525700410286
Greedy,HDRL,greedy,2,10,42,N10_K2_M12_I42,1,7.187658786773682,6.863572836324119,4.721825763025362
Greedy,HDRL,greedy,2,10,43,N10_K2_M12_I43,1,8.040311813354492,7.261182776840928,10.730056802846851
Greedy,HDRL,greedy,2,10,44,N10_K2_M12_I44,1,8.68380355834961,7.8563127517700195,10.532813964071847
Greedy,HDRL,greedy,2,10,45,N10_K2_M12_I45,1,8.105649948120117,7.509342062024876,7.940880588071761
Greedy,HDRL,greedy,2,10,46,N10_K2_M12_I46,1,8.353164672851562,8.281543801663403,0.8648251208159239
Greedy,HDRL,greedy,2,10,47,N10_K2_M12_I47,1,8.115144729614258,7.354605674743652,10.34099023802679
Greedy,HDRL,greedy,2,10,48,N10_K2_M12_I48,1,10.04024887084961,9.815303822844784,2.2917787575894804
Greedy,HDRL,greedy,2,10,49,N10_K2_M12_I49,1,7.693072319030762,7.466747167399103,3.0311077442105816
Greedy,HDRL,greedy,2,10,50,N10_K2_M12_I50,1,8.728023529052734,8.64306061426152,0.9830188469466579
Greedy,HDRL,greedy,2,10,51,N10_K2_M12_I51,1,9.8292818069458,9.06256846306507,8.46022126073318
