method,kappa,size,mechanism,train_seed,decode,eval_seed,instance_index,instance_filename,objective,model_objective,distance,tardiness
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,67,N50_K2_M12_I67.xlsx,20.5374059677,20.5374069214,30.9894771576,10.0853347778
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,68,N50_K2_M12_I68.xlsx,18.8771240711,18.877122879,30.0049343109,7.74931383133
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,69,N50_K2_M12_I69.xlsx,18.8155729771,18.815574646,30.917591095,6.71355485916
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,70,N50_K2_M12_I70.xlsx,19.6572117805,19.6572113037,29.7970542908,9.51736927032
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,71,N50_K2_M12_I71.xlsx,16.5182313919,16.5182304382,28.0621871948,4.97427558899
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,72,N50_K2_M12_I72.xlsx,19.5094146729,19.5094146729,30.0708198547,8.94800949097
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,73,N50_K2_M12_I73.xlsx,19.2264699936,19.2264709473,29.3864536285,9.06648635864
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,74,N50_K2_M12_I74.xlsx,18.5761404037,18.5761413574,29.4740600586,7.6782207489
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,75,N50_K2_M12_I75.xlsx,18.5567626953,18.556760788,29.1251354218,7.98838996887
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,76,N50_K2_M12_I76.xlsx,20.4877552986,20.4877567291,29.2112064362,11.7643041611
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,77,N50_K2_M12_I77.xlsx,17.8163692951,17.8163700104,28.5795688629,7.05316972733
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,78,N50_K2_M12_I78.xlsx,20.7476358414,20.7476348877,30.3438606262,11.1514110565
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,79,N50_K2_M12_I79.xlsx,20.1673851013,20.1673851013,31.1741371155,9.16063308716
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,80,N50_K2_M12_I80.xlsx,20.9623222351,20.9623222351,30.2766990662,11.6479454041
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,81,N50_K2_M12_I81.xlsx,20.8088145256,20.8088130951,29.7688846588,11.8487443924
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,82,N50_K2_M12_I82.xlsx,16.9334793091,16.9334793091,25.4012145996,8.46574401855
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,83,N50_K2_M12_I83.xlsx,20.2657136917,20.265712738,34.2435302734,6.28789710999
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,84,N50_K2_M12_I84.xlsx,19.0383741856,19.0383758545,30.3398609161,7.73688745499
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,85,N50_K2_M12_I85.xlsx,17.3091344833,17.309135437,30.1573848724,4.46088409424
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,86,N50_K2_M12_I86.xlsx,20.2421426773,20.2421417236,30.4716186523,10.0126667023
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,87,N50_K2_M12_I87.xlsx,19.1246685982,19.1246681213,29.1967124939,9.05262470245
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,88,N50_K2_M12_I88.xlsx,19.0174930096,19.0174922943,30.6865386963,7.34844732285
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,89,N50_K2_M12_I89.xlsx,20.8924045563,20.8924045563,33.1122665405,8.67254257202
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,90,N50_K2_M12_I90.xlsx,19.9668617249,19.9668617249,29.8660049438,10.0677185059
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,91,N50_K2_M12_I91.xlsx,20.6427321434,20.6427326202,31.1836032867,10.1018610001
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,92,N50_K2_M12_I92.xlsx,17.34328866,17.343290329,26.7957401276,7.89083719254
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,93,N50_K2_M12_I93.xlsx,19.1653232574,19.1653251648,30.5539779663,7.77666854858
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,94,N50_K2_M12_I94.xlsx,20.9219126701,20.921913147,31.9660644531,9.87776088715
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,95,N50_K2_M12_I95.xlsx,17.1483507156,17.148349762,27.1746196747,7.12208175659
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,96,N50_K2_M12_I96.xlsx,19.7603540421,19.7603530884,29.6291446686,9.89156341553
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,97,N50_K2_M12_I97.xlsx,19.0949878693,19.0949859619,29.5517692566,8.63820648193
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,98,N50_K2_M12_I98.xlsx,19.9483528137,19.9483528137,30.4222183228,9.47448730469
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,99,N50_K2_M12_I99.xlsx,22.5339512825,22.5339508057,32.596031189,12.471871376
TDRL,2,50,D-AntiDistance,1234,sample1280,20260827,100,N50_K2_M12_I100.xlsx,18.4492559433,18.449256897,29.7599010468,7.13861083984
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,1,N50_K2_M12_I1.xlsx,15.6027405262,15.6027402878,27.4831218719,3.72235918045
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,2,N50_K2_M12_I2.xlsx,17.8419997692,17.841999054,29.6636772156,6.02032232285
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,3,N50_K2_M12_I3.xlsx,19.1620159149,19.1620178223,29.9074764252,8.41655540466
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,4,N50_K2_M12_I4.xlsx,18.2849316597,18.2849311829,27.9134426117,8.6564207077
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,5,N50_K2_M12_I5.xlsx,20.8135409355,20.813539505,32.066493988,9.560587883
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,6,N50_K2_M12_I6.xlsx,18.7800712585,18.7800712585,29.4084129333,8.15172958374
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,7,N50_K2_M12_I7.xlsx,17.8316087723,17.8316078186,29.5234031677,6.13981437683
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,8,N50_K2_M12_I8.xlsx,18.8006229401,18.8006248474,29.4082241058,8.19302177429
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,9,N50_K2_M12_I9.xlsx,20.4728837013,20.4728851318,30.9264354706,10.0193319321
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,10,N50_K2_M12_I10.xlsx,19.1715989113,19.1716003418,32.5793533325,5.76384449005
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,11,N50_K2_M12_I11.xlsx,19.1147933006,19.1147937775,30.5669975281,7.66258907318
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,12,N50_K2_M12_I12.xlsx,19.2190465927,19.2190475464,30.1711883545,8.26690483093
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,13,N50_K2_M12_I13.xlsx,22.6391773224,22.6391773224,33.6149406433,11.6634140015
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,14,N50_K2_M12_I14.xlsx,18.8351430893,18.835144043,30.6853561401,6.98493003845
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,15,N50_K2_M12_I15.xlsx,16.90178895,16.9017868042,27.7597503662,6.04382753372
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,16,N50_K2_M12_I16.xlsx,17.7014932632,17.7014942169,29.8301200867,5.57286643982
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,17,N50_K2_M12_I17.xlsx,16.8514580727,16.8514595032,26.8809967041,6.82191944122
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,18,N50_K2_M12_I18.xlsx,17.6994423866,17.6994419098,28.602684021,6.79620075226
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,19,N50_K2_M12_I19.xlsx,20.1752963066,20.1752967834,33.0041122437,7.34648036957
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,20,N50_K2_M12_I20.xlsx,19.9614868164,19.9614868164,30.6047039032,9.31826972961
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,21,N50_K2_M12_I21.xlsx,21.80909729,21.80909729,32.5168228149,11.1013717651
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,22,N50_K2_M12_I22.xlsx,17.8905858994,17.890586853,31.5463867188,4.23478507996
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,23,N50_K2_M12_I23.xlsx,17.1206021309,17.1206016541,27.5398025513,6.70140171051
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,24,N50_K2_M12_I24.xlsx,17.4410631657,17.4410629272,28.2682342529,6.6138920784
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,25,N50_K2_M12_I25.xlsx,18.8262467384,18.8262462616,28.0674552917,9.58503818512
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,26,N50_K2_M12_I26.xlsx,19.5684347153,19.5684356689,30.562921524,8.57394790649
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,27,N50_K2_M12_I27.xlsx,18.4703094959,18.4703083038,30.4322109222,6.50840806961
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,28,N50_K2_M12_I28.xlsx,21.0146894455,21.0146903992,32.2439918518,9.78538703918
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,29,N50_K2_M12_I29.xlsx,22.8632707596,22.8632698059,32.6537857056,13.0727558136
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,30,N50_K2_M12_I30.xlsx,17.0985655785,17.0985660553,29.1183795929,5.07875156403
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,31,N50_K2_M12_I31.xlsx,16.9086921215,16.9086914062,27.5513458252,6.26603841782
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,32,N50_K2_M12_I32.xlsx,13.9220761061,13.9220752716,25.3374233246,2.50672888756
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,33,N50_K2_M12_I33.xlsx,17.3968689442,17.3968696594,28.8485946655,5.94514322281
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,34,N50_K2_M12_I34.xlsx,17.9565658569,17.9565658569,27.0406913757,8.87244033813
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,35,N50_K2_M12_I35.xlsx,19.3665361404,19.3665351868,30.3346385956,8.3984336853
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,36,N50_K2_M12_I36.xlsx,16.1537528038,16.1537532806,26.2382202148,6.06928539276
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,37,N50_K2_M12_I37.xlsx,18.8751242161,18.875125885,30.2353973389,7.51485109329
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,38,N50_K2_M12_I38.xlsx,19.2267653942,19.2267665863,31.1073379517,7.34619283676
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,39,N50_K2_M12_I39.xlsx,16.9368472099,16.9368476868,27.7561721802,6.11752223969
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,40,N50_K2_M12_I40.xlsx,19.747800827,19.747800827,30.1641387939,9.33146286011
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,41,N50_K2_M12_I41.xlsx,18.1151647568,18.1151657104,29.8625240326,6.36780548096
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,42,N50_K2_M12_I42.xlsx,17.9091160297,17.909116745,28.3252449036,7.49298715591
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,43,N50_K2_M12_I43.xlsx,19.0543484688,19.0543479919,31.0511512756,7.05754566193
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,44,N50_K2_M12_I44.xlsx,18.6344861984,18.6344871521,27.9469451904,9.32202720642
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,45,N50_K2_M12_I45.xlsx,18.5014469624,18.5014476776,29.236743927,7.76614999771
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,46,N50_K2_M12_I46.xlsx,18.8314809799,18.8314800262,28.673078537,8.98988342285
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,47,N50_K2_M12_I47.xlsx,18.0779473782,18.0779476166,28.420003891,7.73589086533
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,48,N50_K2_M12_I48.xlsx,15.0194429159,15.0194406509,26.1832771301,3.85560870171
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,49,N50_K2_M12_I49.xlsx,15.0734325647,15.0734319687,26.6127891541,3.53407597542
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,50,N50_K2_M12_I50.xlsx,17.9606075287,17.9606075287,29.7289276123,6.19228744507
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,51,N50_K2_M12_I51.xlsx,17.3926081657,17.3926086426,27.3043556213,7.48086071014
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,52,N50_K2_M12_I52.xlsx,19.7763996124,19.7764015198,28.0758800507,11.4769191742
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,53,N50_K2_M12_I53.xlsx,16.9916255474,16.9916267395,28.733915329,5.24933576584
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,54,N50_K2_M12_I54.xlsx,17.634912014,17.6349124908,28.4654426575,6.80438137054
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,55,N50_K2_M12_I55.xlsx,18.4892506599,18.4892501831,28.7226066589,8.25589466095
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,56,N50_K2_M12_I56.xlsx,20.1752986908,20.1753005981,31.1238746643,9.22672271729
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,57,N50_K2_M12_I57.xlsx,18.0667648315,18.0667648315,29.7643890381,6.369140625
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,58,N50_K2_M12_I58.xlsx,17.809466362,17.8094673157,30.2916870117,5.32724571228
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,59,N50_K2_M12_I59.xlsx,16.0253865719,16.025384903,25.7828464508,6.26792669296
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,60,N50_K2_M12_I60.xlsx,18.625048399,18.6250495911,30.2053642273,7.04473257065
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,61,N50_K2_M12_I61.xlsx,16.6863074303,16.6863059998,27.7039680481,5.66864681244
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,62,N50_K2_M12_I62.xlsx,18.7316608429,18.7316627502,29.2588977814,8.20442390442
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,63,N50_K2_M12_I63.xlsx,17.0486283302,17.0486278534,26.9541969299,7.14305973053
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,64,N50_K2_M12_I64.xlsx,18.0935637951,18.0935630798,30.0917167664,6.09541082382
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,65,N50_K2_M12_I65.xlsx,18.3634388447,18.3634395599,28.9657859802,7.76109170914
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,66,N50_K2_M12_I66.xlsx,15.5705295801,15.5705299377,28.0384063721,3.10265278816
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,67,N50_K2_M12_I67.xlsx,17.603369236,17.6033687592,28.2310295105,6.97570896149
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,68,N50_K2_M12_I68.xlsx,16.3793947697,16.3793945312,27.4263629913,5.332426548
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,69,N50_K2_M12_I69.xlsx,18.5936696529,18.5936698914,30.6682834625,6.51905584335
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,70,N50_K2_M12_I70.xlsx,17.3683083057,17.368309021,28.4205608368,6.31605577469
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,71,N50_K2_M12_I71.xlsx,18.2186932564,18.2186927795,28.9377689362,7.4996175766
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,72,N50_K2_M12_I72.xlsx,17.6640000343,17.6639995575,28.305519104,7.02248096466
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,73,N50_K2_M12_I73.xlsx,17.7830851078,17.7830848694,28.7945175171,6.77165269852
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,74,N50_K2_M12_I74.xlsx,16.7164392471,16.7164382935,25.2494659424,8.18341255188
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,75,N50_K2_M12_I75.xlsx,17.2891163826,17.2891178131,28.7178955078,5.86033725739
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,76,N50_K2_M12_I76.xlsx,18.4980306625,18.4980316162,28.7197380066,8.27632331848
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,77,N50_K2_M12_I77.xlsx,17.1104469299,17.1104469299,29.785741806,4.43515205383
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,78,N50_K2_M12_I78.xlsx,20.0349779129,20.0349769592,29.2454872131,10.8244686127
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,79,N50_K2_M12_I79.xlsx,17.3572976589,17.3572978973,28.8062744141,5.90832090378
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,80,N50_K2_M12_I80.xlsx,19.0494098663,19.0494098663,30.0527553558,8.04606437683
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,81,N50_K2_M12_I81.xlsx,20.4855952263,20.4855957031,30.8282337189,10.1429567337
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,82,N50_K2_M12_I82.xlsx,16.7914297581,16.791431427,29.477186203,4.10567331314
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,83,N50_K2_M12_I83.xlsx,17.0125675201,17.0125694275,29.4008617401,4.62427330017
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,84,N50_K2_M12_I84.xlsx,16.8861780167,16.886177063,28.8058376312,4.9665184021
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,85,N50_K2_M12_I85.xlsx,17.7418782711,17.7418766022,29.2626457214,6.22111082077
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,86,N50_K2_M12_I86.xlsx,17.9924359322,17.9924354553,30.1936321259,5.79123973846
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,87,N50_K2_M12_I87.xlsx,18.5174076557,18.517408371,30.0322914124,7.00252389908
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,88,N50_K2_M12_I88.xlsx,17.7936263084,17.7936267853,29.9022502899,5.68500232697
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,89,N50_K2_M12_I89.xlsx,20.3019690514,20.3019695282,30.0127334595,10.5912046432
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,90,N50_K2_M12_I90.xlsx,17.7881691456,17.7881698608,30.571105957,5.00523233414
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,91,N50_K2_M12_I91.xlsx,17.6570358276,17.6570358276,29.1203994751,6.19367218018
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,92,N50_K2_M12_I92.xlsx,14.0130567551,14.0130577087,25.6124420166,2.41367149353
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,93,N50_K2_M12_I93.xlsx,18.0792379379,18.0792388916,28.1455688477,8.0129070282
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,94,N50_K2_M12_I94.xlsx,18.8935666084,18.8935661316,28.6168060303,9.17032718658
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,95,N50_K2_M12_I95.xlsx,15.2827091217,15.2827091217,26.709777832,3.85564041138
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,96,N50_K2_M12_I96.xlsx,16.2519094944,16.2519111633,27.099067688,5.40475130081
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,97,N50_K2_M12_I97.xlsx,17.5270030499,17.5270042419,30.7366371155,4.31736898422
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,98,N50_K2_M12_I98.xlsx,20.2057142258,20.2057151794,30.6363697052,9.77505874634
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,99,N50_K2_M12_I99.xlsx,17.4944839478,17.4944839478,28.7042770386,6.28469085693
TDRL,2,50,P-TruncNormal,1234,greedy,20260827,100,N50_K2_M12_I100.xlsx,17.313082695,17.3130836487,26.8619422913,7.76422309875
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,1,N50_K2_M12_I1.xlsx,14.3647783995,14.3647794724,25.9313488007,2.79820799828
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,2,N50_K2_M12_I2.xlsx,15.8016467094,15.8016471863,26.0384216309,5.56487178802
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,3,N50_K2_M12_I3.xlsx,17.3199391365,17.3199386597,27.7546215057,6.88525676727
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,4,N50_K2_M12_I4.xlsx,17.3755362034,17.375535965,26.9109115601,7.84016084671
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,5,N50_K2_M12_I5.xlsx,18.4075796604,18.4075813293,31.0354881287,5.77967119217
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,6,N50_K2_M12_I6.xlsx,17.2112259865,17.2112255096,27.3501529694,7.0722990036
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,7,N50_K2_M12_I7.xlsx,16.8627071381,16.8627090454,27.559009552,6.16640472412
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,8,N50_K2_M12_I8.xlsx,16.4963095188,16.4963092804,27.0984230042,5.89419603348
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,9,N50_K2_M12_I9.xlsx,18.9938011169,18.9938011169,29.6178131104,8.36978912354
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,10,N50_K2_M12_I10.xlsx,16.5341837406,16.5341835022,28.4922981262,4.57606935501
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,11,N50_K2_M12_I11.xlsx,17.1834506989,17.1834506989,27.5269470215,6.83995437622
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,12,N50_K2_M12_I12.xlsx,16.2352054119,16.2352046967,27.1216316223,5.34877920151
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,13,N50_K2_M12_I13.xlsx,19.8919262886,19.8919258118,33.0425186157,6.74133396149
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,14,N50_K2_M12_I14.xlsx,17.5623202324,17.5623188019,29.3801765442,5.74446392059
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,15,N50_K2_M12_I15.xlsx,15.8434069157,15.8434076309,25.6429862976,6.04382753372
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,16,N50_K2_M12_I16.xlsx,16.4287083149,16.4287090302,28.4626617432,4.39475488663
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,17,N50_K2_M12_I17.xlsx,15.5930285454,15.5930290222,25.1926326752,5.99342441559
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,18,N50_K2_M12_I18.xlsx,16.3722553253,16.3722553253,26.4367637634,6.30774688721
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,19,N50_K2_M12_I19.xlsx,18.3870401382,18.3870391846,27.9486122131,8.82546806335
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,20,N50_K2_M12_I20.xlsx,18.8023679256,18.8023681641,30.7456359863,6.85909986496
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,21,N50_K2_M12_I21.xlsx,19.357486248,19.3574848175,26.5363903046,12.1785821915
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,22,N50_K2_M12_I22.xlsx,16.7709358931,16.7709350586,29.6172657013,3.92460608482
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,23,N50_K2_M12_I23.xlsx,14.8380060196,14.8380060196,25.4911880493,4.18482398987
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,24,N50_K2_M12_I24.xlsx,15.5721228123,15.5721216202,25.8737163544,5.27052927017
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,25,N50_K2_M12_I25.xlsx,16.5785484314,16.5785484314,26.5608673096,6.59622955322
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,26,N50_K2_M12_I26.xlsx,18.0706493855,18.0706501007,28.5166397095,7.62465906143
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,27,N50_K2_M12_I27.xlsx,17.0284025669,17.0284023285,28.2238540649,5.83295106888
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,28,N50_K2_M12_I28.xlsx,19.5897433758,19.5897426605,31.847951889,7.33153486252
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,29,N50_K2_M12_I29.xlsx,18.9025020599,18.9025039673,28.1114654541,9.69353866577
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,30,N50_K2_M12_I30.xlsx,16.6713721752,16.6713695526,28.1387786865,5.20396566391
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,31,N50_K2_M12_I31.xlsx,15.0596833229,15.0596828461,25.3104763031,4.80889034271
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,32,N50_K2_M12_I32.xlsx,13.4608989954,13.460899353,25.3381462097,1.58365178108
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,33,N50_K2_M12_I33.xlsx,16.9208393097,16.9208393097,28.8987560272,4.94292259216
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,34,N50_K2_M12_I34.xlsx,16.8760168552,16.8760166168,27.1302528381,6.62178087234
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,35,N50_K2_M12_I35.xlsx,17.8496410847,17.8496417999,28.319021225,7.38026094437
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,36,N50_K2_M12_I36.xlsx,15.4676911831,15.4676904678,24.3863830566,6.54899930954
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,37,N50_K2_M12_I37.xlsx,16.8761386871,16.8761367798,27.5656013489,6.18667602539
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,38,N50_K2_M12_I38.xlsx,17.0142729282,17.0142745972,28.3595523834,5.66899347305
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,39,N50_K2_M12_I39.xlsx,16.1522688866,16.1522693634,27.0169067383,5.28763103485
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,40,N50_K2_M12_I40.xlsx,17.7279481888,17.7279491425,27.3494358063,8.10646057129
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,41,N50_K2_M12_I41.xlsx,16.5285644531,16.5285644531,28.4447841644,4.61234474182
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,42,N50_K2_M12_I42.xlsx,17.0298702717,17.0298709869,28.1444816589,5.91525888443
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,43,N50_K2_M12_I43.xlsx,17.4890069962,17.4890060425,30.0106163025,4.96739768982
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,44,N50_K2_M12_I44.xlsx,16.266913414,16.2669124603,24.7249507904,7.8088760376
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,45,N50_K2_M12_I45.xlsx,16.6884460449,16.6884460449,27.5198669434,5.85702514648
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,46,N50_K2_M12_I46.xlsx,18.0947818756,18.0947799683,28.4621047974,7.72745895386
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,47,N50_K2_M12_I47.xlsx,16.2770061493,16.2770061493,26.9075164795,5.64649581909
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,48,N50_K2_M12_I48.xlsx,13.3715945482,13.3715953827,22.8887958527,3.85439324379
TDRL,2,50,P-TruncNormal,1234,sample1280,20260827,49,N50_K2_M12_I49.xlsx,14.7386763096,14.7386770248,26.0175380707,3.45981454849
